batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_fc.bias,paramnorm_fc.weight,paramnorm_lstm.bias_hh_l0,paramnorm_lstm.bias_hh_l1,paramnorm_lstm.bias_ih_l0,paramnorm_lstm.bias_ih_l1,paramnorm_lstm.weight_hh_l0,paramnorm_lstm.weight_hh_l1,paramnorm_lstm.weight_ih_l0,paramnorm_lstm.weight_ih_l1,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
10.0,0,,,0.019023656845092773,0.0,4704.0,4705.0,,,,,,,,,,,,9,0.09248995780944824,0.6590136289596558,5.477440357208252,239.23358154296875,,,
,2,1.084183692932129,5.445117950439453,,,,,1.0073070526123047,0.05120696499943733,0.05136861652135849,0.049546029418706894,0.05070705711841583,0.05080043897032738,0.05150561034679413,0.051316842436790466,0.051017340272665024,0.05110121890902519,0.051142241805791855,11,,,,,0.9776833057403564,5.446189880371094,231.87301635742188
10.0,2,,,0.011058807373046875,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,19,0.19846773147583008,1.084183692932129,5.425896644592285,227.21498107910156,,,
,4,1.084183692932129,5.319701194763184,,,,,1.0073070526123047,0.052133847028017044,0.053143035620450974,0.05132213234901428,0.05299151688814163,0.05262394994497299,0.054064374417066574,0.052130237221717834,0.05204852670431137,0.051195573061704636,0.05210176110267639,21,,,,,0.9776833057403564,5.322299480438232,204.85440063476562
10.0,4,,,0.011081695556640625,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,29,0.18724536895751953,0.956632673740387,5.260196685791016,192.5193634033203,,,
,6,1.1692177057266235,4.972620487213135,,,,,1.0073070526123047,0.05438708886504173,0.05658676102757454,0.055468376725912094,0.057650186121463776,0.056728847324848175,0.05872153863310814,0.05455917865037918,0.054718017578125,0.05177734047174454,0.05472160503268242,31,,,,,0.8926673531532288,4.980560779571533,145.5559844970703
10.0,6,,,0.008827924728393555,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,39,0.0823366641998291,1.1692177057266235,4.882979393005371,132.02342224121094,,,
,8,1.1692177057266235,4.636602878570557,,,,,1.0073070526123047,0.05695738643407822,0.0611855648458004,0.0619494765996933,0.06404047459363937,0.06308439373970032,0.06488542258739471,0.05934847146272659,0.059406667947769165,0.053172457963228226,0.059449296444654465,41,,,,,0.8926673531532288,4.658589839935303,105.48722839355469
10.0,8,,,0.010907888412475586,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,49,0.18613147735595703,1.169217586517334,4.625370502471924,102.04057312011719,,,
,10,1.2755101919174194,4.581214427947998,,,,,1.0073070526123047,0.05857987329363823,0.06464822590351105,0.06737709045410156,0.06859549880027771,0.06840064376592636,0.06935931742191315,0.06398334354162216,0.06337890028953552,0.05455908924341202,0.06353190541267395,51,,,,,0.7651434540748596,4.6067681312561035,100.159912109375
10.0,10,,,0.008791923522949219,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,59,0.08183574676513672,1.1479592323303223,4.587364196777344,98.23516082763672,,,
,12,1.084183692932129,4.578045845031738,,,,,1.0073070526123047,0.05934017151594162,0.06647584587335587,0.06992796808481216,0.07055281102657318,0.07090513408184052,0.07134954631328583,0.06628856807947159,0.06513044238090515,0.05524015054106712,0.0653548538684845,61,,,,,0.9776833057403564,4.595393657684326,99.02710723876953
