batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_mlp.0.bias,paramnorm_mlp.0.weight,paramnorm_mlp.3.bias,paramnorm_mlp.3.weight,paramnorm_mlp.6.bias,paramnorm_mlp.6.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
27.0,0,,,0.02263617515563965,0.0,13681.0,9120.0,,,,,,,,26,0.1604018211364746,0.431255042552948,5.68394136428833,294.1063537597656,,,
,2,0.4751114845275879,5.6827168464660645,,,,,0.998192548751831,0.024540500715374947,0.023828983306884766,0.0353071466088295,0.03591199591755867,0.03672260791063309,0.036110710352659225,27,,,,,0.4934210777282715,5.683007717132568,293.83184814453125
27.0,2,,,0.01609635353088379,0.0010000000474974513,13681.0,9120.0,,,,,,,,53,0.34545326232910156,0.548205554485321,5.681081295013428,293.2663879394531,,,
,4,0.6286090612411499,5.678403377532959,,,,,0.998192548751831,0.024534543976187706,0.023829013109207153,0.03541763871908188,0.03591201826930046,0.03649460896849632,0.036111123859882355,55,,,,,0.6359649300575256,5.678796291351318,292.5970153808594
27.0,4,,,0.0182340145111084,0.0010000000474974513,13681.0,9120.0,,,,,,,,80,0.32466983795166016,0.6578466892242432,5.676187515258789,291.8346862792969,,,
,6,0.6286090612411499,5.672679424285889,,,,,0.998192548751831,0.02454712800681591,0.023829039186239243,0.03567864000797272,0.03591208904981613,0.036638740450143814,0.03611213341355324,81,,,,,0.6578947305679321,5.673203945159912,290.96527099609375
27.0,6,,,0.02176356315612793,0.0010000000474974513,13681.0,9120.0,,,,,,,,107,0.16573381423950195,0.6505373120307922,5.669686317443848,289.94354248046875,,,
,8,0.6359184384346008,5.665125846862793,,,,,0.998192548751831,0.024599136784672737,0.023829080164432526,0.03621582314372063,0.03591228649020195,0.037626393139362335,0.03611429035663605,109,,,,,0.6469298601150513,5.6658196449279785,288.8246154785156
27.0,8,,,0.021972179412841797,0.0010000000474974513,13681.0,9120.0,,,,,,,,134,0.3819124698638916,0.6724655628204346,5.661808013916016,287.66827392578125,,,
,10,0.7017031311988831,5.657095909118652,,,,,0.998192548751831,0.02470153570175171,0.023829130455851555,0.03703701123595238,0.03591262549161911,0.03956160321831703,0.036117687821388245,135,,,,,0.6030701994895935,5.657977104187012,286.568359375
27.0,10,,,0.01921820640563965,0.0010000000474974513,13681.0,9120.0,,,,,,,,161,0.1492452621459961,0.6066808700561523,5.653186798095703,285.1988830566406,,,
,12,0.6724655032157898,5.647520542144775,,,,,0.998192548751831,0.02488827146589756,0.023829206824302673,0.03832996264100075,0.03591322526335716,0.042837657034397125,0.03612321615219116,163,,,,,0.4934210777282715,5.648636341094971,283.904052734375
27.0,12,,,0.015726566314697266,0.0010000000474974513,13681.0,9120.0,,,,,,,,188,0.11976337432861328,0.7236313819885254,5.643589973449707,282.4749755859375,,,
,14,0.7674877643585205,5.637838363647461,,,,,0.998192548751831,0.02515180967748165,0.02382931113243103,0.03995174542069435,0.03591407835483551,0.04691268503665924,0.03613046556711197,189,,,,,0.515350878238678,5.639199256896973,281.2374267578125
27.0,14,,,0.015458345413208008,0.0010000000474974513,13681.0,9120.0,,,,,,,,215,0.11926460266113281,0.7163219451904297,5.633198261260986,279.5547790527344,,,
,16,0.7528689503669739,5.6265549659729,,,,,0.998192548751831,0.025549590587615967,0.023829471319913864,0.042181000113487244,0.03591539338231087,0.05224374309182167,0.03614092618227005,217,,,,,0.5043859481811523,5.628203868865967,278.16204833984375
27.0,16,,,0.015700817108154297,0.0010000000474974513,13681.0,9120.0,,,,,,,,242,0.28574156761169434,0.7967253923416138,5.621763229370117,276.37628173828125,,,
,18,0.7674877643585205,5.615226745605469,,,,,0.998192548751831,0.026057392358779907,0.02382967621088028,0.0447339229285717,0.035917095839977264,0.057869382202625275,0.03615361824631691,243,,,,,0.5043859481811523,5.617164134979248,275.10809326171875
27.0,18,,,0.015558004379272461,0.0010000000474974513,13681.0,9120.0,,,,,,,,269,0.12027978897094727,0.745559573173523,5.609881401062012,273.1118469238281,,,
,20,0.7674877643585205,5.601985454559326,,,,,0.998192548751831,0.026778552681207657,0.023829959332942963,0.048025768250226974,0.03591954708099365,0.06446721404790878,0.036171045154333115,271,,,,,0.5043859481811523,5.604279518127441,271.586181640625
27.0,20,,,0.017322063446044922,0.0010000000474974513,13681.0,9120.0,,,,,,,,296,0.11939001083374023,0.7674877643585205,5.596452713012695,269.46881103515625,,,
,22,0.7674877643585205,5.588569641113281,,,,,0.998192548751831,0.02765141986310482,0.023830296471714973,0.051605645567178726,0.035922572016716,0.07094960659742355,0.03619140759110451,297,,,,,0.5043859481811523,5.591222286224365,268.0630798339844
27.0,22,,,0.015356779098510742,0.0010000000474974513,13681.0,9120.0,,,,,,,,323,0.11754107475280762,0.7601784467697144,5.582076072692871,265.6224670410156,,,
,24,0.7674877643585205,5.572663307189941,,,,,0.998192548751831,0.028853805735707283,0.023830747231841087,0.056050460785627365,0.03592684864997864,0.07818958908319473,0.036218754947185516,325,,,,,0.5043859481811523,5.575765132904053,263.9514465332031
27.0,24,,,0.015475273132324219,0.0010000000474974513,13681.0,9120.0,,,,,,,,350,0.11817455291748047,0.7236313223838806,5.566134452819824,261.4216003417969,,,
,26,0.7674877643585205,5.55628776550293,,,,,0.998192548751831,0.03026939369738102,0.023831265047192574,0.06073082238435745,0.03593204915523529,0.08506209403276443,0.03625010699033737,351,,,,,0.5043859481811523,5.559853553771973,259.7847900390625
27.0,26,,,0.015495061874389648,0.0010000000474974513,13681.0,9120.0,,,,,,,,377,0.11807131767272949,0.7455596327781677,5.548203468322754,256.7758483886719,,,
,28,0.7674877643585205,5.536559104919434,,,,,0.998192548751831,0.03218284994363785,0.023831933736801147,0.06640022248029709,0.035939332097768784,0.09254609793424606,0.03629164770245552,379,,,,,0.5043859481811523,5.540694713592529,254.85499572753906
27.0,28,,,0.015383481979370117,0.0010000000474974513,13681.0,9120.0,,,,,,,,404,0.11727738380432129,0.745559573173523,5.528292179107666,251.7136688232422,,,
,30,0.7674877643585205,5.515904903411865,,,,,0.998192548751831,0.03439158946275711,0.023832662031054497,0.07227681577205658,0.03594813495874405,0.09950470179319382,0.0363389290869236,405,,,,,0.5043859481811523,5.520643711090088,249.79579162597656
27.0,30,,,0.015516281127929688,0.0010000000474974513,13681.0,9120.0,,,,,,,,431,0.11956453323364258,0.7821066379547119,5.505545616149902,246.05267333984375,,,
,32,0.7674877643585205,5.490684509277344,,,,,0.998192548751831,0.037323977798223495,0.023833582177758217,0.0792604610323906,0.03596049174666405,0.10695764422416687,0.036400921642780304,433,,,,,0.5043859481811523,5.4961748123168945,243.75772094726562
27.0,32,,,0.01548624038696289,0.0010000000474974513,13681.0,9120.0,,,,,,,,458,0.3096630573272705,0.7309407591819763,5.479767799377441,239.791015625,,,
,34,0.7674877643585205,5.464029788970947,,,,,0.998192548751831,0.040649767965078354,0.023834574967622757,0.08635595440864563,0.03597547113895416,0.11378446221351624,0.03647063300013542,459,,,,,0.5043859481811523,5.470327854156494,237.53805541992188
27.0,34,,,0.015387773513793945,0.0010000000474974513,13681.0,9120.0,,,,,,,,485,0.12372231483459473,0.7967254519462585,5.450562477111816,232.88912963867188,,,
,36,0.7821065783500671,5.431341171264648,,,,,0.998192548751831,0.044979553669691086,0.023835789412260056,0.09463836252689362,0.03599650785326958,0.12098588794469833,0.03656096011400223,487,,,,,0.515350878238678,5.438651084899902,230.1315460205078
27.0,36,,,0.015630245208740234,0.0010000000474974513,13681.0,9120.0,,,,,,,,512,0.12072944641113281,0.8040348291397095,5.417745590209961,225.3704833984375,,,
,38,0.8771288990974426,5.3969268798828125,,,,,0.998192548751831,0.04977967217564583,0.023837054148316383,0.10288310050964355,0.036021921783685684,0.12747932970523834,0.03666098788380623,513,,,,,0.515350878238678,5.40535831451416,222.59596252441406
27.0,38,,,0.015515804290771484,0.0010000000474974513,13681.0,9120.0,,,,,,,,539,0.12311458587646484,0.738250195980072,5.38014554977417,217.05386352539062,,,
,40,0.7674877643585205,5.355408668518066,,,,,0.998192548751831,0.05586503818631172,0.023838581517338753,0.11227098107337952,0.03605738282203674,0.13420964777469635,0.036788031458854675,541,,,,,0.515350878238678,5.365225315093994,213.83941650390625
27.0,40,,,0.015727758407592773,0.0010000000474974513,13681.0,9120.0,,,,,,,,566,0.11824488639831543,0.7967254519462585,5.338959217071533,208.29580688476562,,,
,42,0.7674877643585205,5.313057899475098,,,,,0.998192548751831,0.06241961196064949,0.023840127512812614,0.12134930491447449,0.036099668592214584,0.14015571773052216,0.03692527115345001,567,,,,,0.5043859481811523,5.324398517608643,205.28485107421875
27.0,42,,,0.015630006790161133,0.0010000000474974513,13681.0,9120.0,,,,,,,,593,0.11922693252563477,0.738250195980072,5.293745994567871,199.0878143310547,,,
,44,0.7674877643585205,5.264624118804932,,,,,0.998192548751831,0.07042085379362106,0.023841919377446175,0.13133077323436737,0.036157093942165375,0.14616891741752625,0.03709394484758377,595,,,,,0.5043859481811523,5.277820587158203,195.9423828125
27.0,44,,,0.015594720840454102,0.0010000000474974513,13681.0,9120.0,,,,,,,,620,0.11743545532226562,0.7601784467697144,5.247553825378418,190.10067749023438,,,
,46,0.7674877643585205,5.219056129455566,,,,,0.998192548751831,0.0786166787147522,0.02384367771446705,0.1405772864818573,0.03622261434793472,0.15132597088813782,0.037268463522195816,621,,,,,0.5043859481811523,5.234038829803467,187.5487518310547
27.0,46,,,0.015605926513671875,0.0010000000474974513,13681.0,9120.0,,,,,,,,647,0.11914229393005371,0.7674877643585205,5.200105667114258,181.29139709472656,,,
,48,0.7674877643585205,5.172285556793213,,,,,0.998192548751831,0.08806584030389786,0.023845648393034935,0.15026435256004333,0.03630664199590683,0.15636222064495087,0.03747224807739258,649,,,,,0.5043859481811523,5.189227104187012,179.32989501953125
27.0,48,,,0.015942096710205078,0.0010000000474974513,13681.0,9120.0,,,,,,,,674,0.12272357940673828,0.7967253923416138,5.158147811889648,173.8421630859375,,,
,50,0.7674877643585205,5.133692264556885,,,,,0.998192548751831,0.09711550921201706,0.023847514763474464,0.15875831246376038,0.036395683884620667,0.1605122685432434,0.037670522928237915,675,,,,,0.5043859481811523,5.1520676612854,172.78839111328125
27.0,50,,,0.01561427116394043,0.0010000000474974513,13681.0,9120.0,,,,,,,,701,0.1204836368560791,0.738250195980072,5.120913982391357,167.48838806152344,,,
,52,0.7674877643585205,5.099345684051514,,,,,0.998192548751831,0.10678411275148392,0.023849505931138992,0.16714239120483398,0.03650008141994476,0.16440068185329437,0.037886302918195724,703,,,,,0.5043859481811523,5.118624687194824,167.10537719726562
27.0,52,,,0.015501976013183594,0.0010000000474974513,13681.0,9120.0,,,,,,,,728,0.11828112602233887,0.6797748804092407,5.090236663818359,162.4282989501953,,,
,54,0.7674877643585205,5.074642658233643,,,,,0.998192548751831,0.11537107080221176,0.023851288482546806,0.17407985031604767,0.03660082444548607,0.1674748659133911,0.03808175027370453,729,,,,,0.5043859481811523,5.093595027923584,162.97470092773438
27.0,54,,,0.01546168327331543,0.0010000000474974513,13681.0,9120.0,,,,,,,,755,0.11944365501403809,0.5993714332580566,5.070096015930176,159.18960571289062,,,
,56,0.8113442063331604,5.055352210998535,,,,,0.998192548751831,0.12390635907649994,0.023853082209825516,0.18056641519069672,0.03670841082930565,0.1702485829591751,0.038280047476291656,757,,,,,0.4166666865348816,5.0725884437561035,159.5868682861328
27.0,56,,,0.015375614166259766,0.0010000000474974513,13681.0,9120.0,,,,,,,,782,0.11807918548583984,0.7747972011566162,5.055508136749268,156.8842315673828,,,
,58,0.862510085105896,5.043339729309082,,,,,0.998192548751831,0.1310224086046219,0.02385459840297699,0.18569326400756836,0.036803774535655975,0.17237488925457,0.038448598235845566,783,,,,,0.4385964870452881,5.057952880859375,157.26824951171875
27.0,58,,,0.015505552291870117,0.0010000000474974513,13681.0,9120.0,,,,,,,,809,0.11927175521850586,0.774797260761261,5.0452728271484375,155.28665161132812,,,
,60,0.7017031311988831,5.035236835479736,,,,,0.998192548751831,0.13773781061172485,0.02385605499148369,0.1903182417154312,0.03689850494265556,0.17423881590366364,0.03861042857170105,811,,,,,0.6030701994895935,5.046290397644043,155.4447479248047
27.0,60,,,0.01566290855407715,0.0010000000474974513,13681.0,9120.0,,,,,,,,836,0.11847209930419922,0.891747772693634,5.039093971252441,154.3301239013672,,,
,62,0.7017031311988831,5.03047513961792,,,,,0.998192548751831,0.1430906355381012,0.02385726198554039,0.19386358559131622,0.03697732836008072,0.17564107477664948,0.03874124214053154,837,,,,,0.6030701994895935,5.038725852966309,154.27333068847656
27.0,62,,,0.015637636184692383,0.0010000000474974513,13681.0,9120.0,,,,,,,,863,0.11959123611450195,0.6797749400138855,5.035006523132324,153.70059204101562,,,
,64,0.6797748804092407,5.026902198791504,,,,,0.998192548751831,0.14797019958496094,0.02385840006172657,0.19698771834373474,0.03705177083611488,0.1768551766872406,0.03886178135871887,865,,,,,0.5482456088066101,5.033252239227295,153.4311981201172
27.0,64,,,0.01605081558227539,0.0010000000474974513,13681.0,9120.0,,,,,,,,890,0.33872103691101074,0.7309408187866211,5.0318803787231445,153.22085571289062,,,
,66,0.7674877643585205,5.024303913116455,,,,,0.998192548751831,0.15176309645175934,0.02385932393372059,0.19934584200382233,0.03711136057972908,0.17775878310203552,0.0389564223587513,891,,,,,0.5043859481811523,5.030622959136963,153.0283203125
27.0,66,,,0.015453338623046875,0.0010000000474974513,13681.0,9120.0,,,,,,,,917,0.11962509155273438,0.8040348291397095,5.029189109802246,152.80905151367188,,,
