batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_mlp.0.bias,paramnorm_mlp.0.weight,paramnorm_mlp.3.bias,paramnorm_mlp.3.weight,paramnorm_mlp.6.bias,paramnorm_mlp.6.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
2.0,0,,,0.006941556930541992,0.0,317.0,212.0,,,,,,,,1,0.04298686981201172,0.31545740365982056,5.098721504211426,163.81234741210938,,,
,2,0.6309148669242859,5.098277568817139,,,,,0.9966888427734375,0.032687295228242874,0.03182106837630272,0.03574376180768013,0.03608473390340805,0.039575036615133286,0.03612593188881874,3,,,,,1.8867924213409424,5.093319892883301,162.92987060546875
2.0,2,,,0.0011944770812988281,0.00019999999494757503,317.0,212.0,,,,,,,,3,0.025173425674438477,0.9463722109794617,5.09835147857666,163.75173950195312,,,
,4,0.6309148669242859,5.097996711730957,,,,,0.9966888427734375,0.032687149941921234,0.03182106465101242,0.035742878913879395,0.036084726452827454,0.03958365321159363,0.036125920712947845,5,,,,,1.8867924213409424,5.093053817749023,162.88653564453125
2.0,4,,,0.0010814666748046875,0.00039999998989515007,317.0,212.0,,,,,,,,5,0.024753570556640625,0.6309148073196411,5.097962379455566,163.6880340576172,,,
,6,0.6309148669242859,5.097472190856934,,,,,0.9966888427734375,0.032687101513147354,0.031821057200431824,0.03574128448963165,0.036084722727537155,0.03959985077381134,0.03612590581178665,7,,,,,1.8867924213409424,5.092557907104492,162.80577087402344
2.0,6,,,0.0010669231414794922,0.0006000000284984708,317.0,212.0,,,,,,,,7,0.01581883430480957,0.31545740365982056,5.097578048706055,163.62513732910156,,,
,8,0.6309148669242859,5.096634864807129,,,,,0.9966888427734375,0.03268694132566452,0.03182104974985123,0.03573871776461601,0.03608471155166626,0.039627186954021454,0.036125876009464264,9,,,,,1.8867924213409424,5.091766357421875,162.67694091796875
2.0,8,,,0.0011150836944580078,0.0007999999797903001,317.0,212.0,,,,,,,,9,0.024879932403564453,0.9463722109794617,5.097390174865723,163.5944061279297,,,
,10,0.9463722705841064,5.095478534698486,,,,,0.9966888427734375,0.032686684280633926,0.03182103857398033,0.03573538735508919,0.036084700375795364,0.03966836258769035,0.03612583130598068,11,,,,,1.8867924213409424,5.090670585632324,162.49879455566406
2.0,10,,,0.0011143684387207031,0.0010000000474974513,317.0,212.0,,,,,,,,11,0.015961647033691406,0.31545740365982056,5.096402168273926,163.43284606933594,,,
,12,1.5772870779037476,5.094149112701416,,,,,0.9966888427734375,0.03268659859895706,0.031821027398109436,0.035732243210077286,0.03608468547463417,0.0397191047668457,0.0361257940530777,13,,,,,2.3584907054901123,5.089410781860352,162.29421997070312
2.0,12,,,0.0010731220245361328,0.0010000000474974513,317.0,212.0,,,,,,,,13,0.016306161880493164,1.2618296146392822,5.094347953796387,163.0974578857422,,,
,14,1.5772870779037476,5.092652797698975,,,,,0.9966888427734375,0.03268644958734512,0.03182101249694824,0.03572892025113106,0.03608466684818268,0.03978165239095688,0.036125753074884415,15,,,,,2.3584907054901123,5.087993621826172,162.0643768310547
2.0,14,,,0.0011153221130371094,0.0010000000474974513,317.0,212.0,,,,,,,,15,0.020006895065307617,0.9463722109794617,5.094203472137451,163.0738983154297,,,
,16,1.892744541168213,5.0909929275512695,,,,,0.9966888427734375,0.032686442136764526,0.03182100132107735,0.035725951194763184,0.036084651947021484,0.03985719010233879,0.03612571582198143,17,,,,,2.3584907054901123,5.086420059204102,161.80955505371094
2.0,16,,,0.0013093948364257812,0.0010000000474974513,317.0,212.0,,,,,,,,17,0.027877330780029297,1.2618296146392822,5.092271327972412,162.75912475585938,,,
,18,1.892744541168213,5.089171409606934,,,,,0.9966888427734375,0.03268654644489288,0.031820982694625854,0.035723600536584854,0.03608463332056999,0.03994755446910858,0.036125678569078445,19,,,,,3.7735848426818848,5.0846943855285645,161.5305633544922
2.0,18,,,0.0012087821960449219,0.0010000000474974513,317.0,212.0,,,,,,,,19,0.017014741897583008,1.577286958694458,5.090487480163574,162.4690399169922,,,
,20,2.2082018852233887,5.087192535400391,,,,,0.9966888427734375,0.032686829566955566,0.03182096406817436,0.03572198748588562,0.0360846146941185,0.04005460441112518,0.03612564876675606,21,,,,,4.716981410980225,5.082821369171143,161.22828674316406
2.0,20,,,0.0011191368103027344,0.0010000000474974513,317.0,212.0,,,,,,,,21,0.016204357147216797,1.8927444219589233,5.088340759277344,162.12063598632812,,,
,22,3.154574155807495,5.085061073303223,,,,,0.9966888427734375,0.03268713131546974,0.03182094916701317,0.03572118654847145,0.03608459606766701,0.04018010199069977,0.036125630140304565,23,,,,,4.716981410980225,5.080800533294678,160.90281677246094
2.0,22,,,0.0011358261108398438,0.0010000000474974513,317.0,212.0,,,,,,,,23,0.017287492752075195,2.5236592292785645,5.086575508117676,161.834716796875,,,
,24,3.785489082336426,5.0827765464782715,,,,,0.9966888427734375,0.03268766030669212,0.03182092681527138,0.03572172299027443,0.036084581166505814,0.04032599553465843,0.03612561523914337,25,,,,,4.716981410980225,5.078639984130859,160.5555419921875
2.0,24,,,0.0011315345764160156,0.0010000000474974513,317.0,212.0,,,,,,,,25,0.016379117965698242,3.154574155807495,5.08409309387207,161.4334716796875,,,
,26,3.785489082336426,5.08034610748291,,,,,0.9966888427734375,0.032688338309526443,0.031820911914110184,0.03572380542755127,0.03608456254005432,0.040494319051504135,0.03612561896443367,27,,,,,4.716981410980225,5.0763373374938965,160.18626403808594
