batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_mlp.0.bias,paramnorm_mlp.0.weight,paramnorm_mlp.3.bias,paramnorm_mlp.3.weight,paramnorm_mlp.6.bias,paramnorm_mlp.6.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
3.0,0,,,0.007558107376098633,0.0,1359.0,906.0,,,,,,,,2,0.05308985710144043,0.36791756749153137,5.677070617675781,292.0924987792969,,,
,2,0.8094186782836914,5.67697811126709,,,,,0.998049795627594,0.022643443197011948,0.023855095729231834,0.036196060478687286,0.036159154027700424,0.03594150394201279,0.0360572375357151,3,,,,,0.44150111079216003,5.677504062652588,292.2191467285156
3.0,2,,,0.0017824172973632812,0.0003000000142492354,1359.0,906.0,,,,,,,,5,0.05142498016357422,0.5886681079864502,5.6773152351379395,292.1639709472656,,,
,4,0.8094186782836914,5.676901817321777,,,,,0.998049795627594,0.02264399081468582,0.023855095729231834,0.03619709610939026,0.03615915775299072,0.03594332933425903,0.0360572449862957,7,,,,,0.44150111079216003,5.6774420738220215,292.2010498046875
3.0,4,,,0.0017714500427246094,0.0006000000284984708,1359.0,906.0,,,,,,,,8,0.04233574867248535,0.8094186782836914,5.6767168045043945,291.98919677734375,,,
,6,0.8094186782836914,5.676823139190674,,,,,0.998049795627594,0.022644635289907455,0.023855097591876984,0.03619850426912308,0.03615916147828102,0.03594556078314781,0.036057256162166595,9,,,,,0.44150111079216003,5.677379131317139,292.1826477050781
3.0,6,,,0.0017580986022949219,0.0008999999845400453,1359.0,906.0,,,,,,,,11,0.022730588912963867,0.7358351945877075,5.6765642166137695,291.94464111328125,,,
,8,0.8094186782836914,5.676590442657471,,,,,0.998049795627594,0.02264651097357273,0.02385510317981243,0.03620211035013199,0.036159172654151917,0.035952381789684296,0.03605727478861809,13,,,,,0.44150111079216003,5.677191734313965,292.1278991699219
3.0,8,,,0.0018296241760253906,0.0010000000474974513,1359.0,906.0,,,,,,,,14,0.0490725040435791,0.5150846242904663,5.676929473876953,292.0513000488281,,,
,10,0.8094186782836914,5.676450729370117,,,,,0.998049795627594,0.022647568956017494,0.02385510504245758,0.03620435297489166,0.03615918010473251,0.03595709428191185,0.03605728968977928,15,,,,,0.44150111079216003,5.677077293395996,292.0944519042969
3.0,10,,,0.0017478466033935547,0.0010000000474974513,1359.0,906.0,,,,,,,,17,0.022446870803833008,0.6622516512870789,5.676449775695801,291.9112243652344,,,
,12,0.8094186782836914,5.676124572753906,,,,,0.998049795627594,0.022649897262454033,0.023855112493038177,0.03620925918221474,0.03615919500589371,0.03596871718764305,0.03605731949210167,19,,,,,0.44150111079216003,5.676815509796143,292.01800537109375
3.0,12,,,0.001981973648071289,0.0010000000474974513,1359.0,906.0,,,,,,,,20,0.022305011749267578,0.7358351945877075,5.676147937774658,291.8231506347656,,,
,14,0.8094186782836914,5.675937652587891,,,,,0.998049795627594,0.022651301696896553,0.023855118080973625,0.03621216490864754,0.0361592061817646,0.03597617894411087,0.03605733811855316,21,,,,,0.44150111079216003,5.676663875579834,291.9737243652344
3.0,14,,,0.0018050670623779297,0.0010000000474974513,1359.0,906.0,,,,,,,,23,0.022383689880371094,0.5886681079864502,5.6761908531188965,291.8356628417969,,,
,16,0.8094186782836914,5.675523281097412,,,,,0.998049795627594,0.02265445701777935,0.023855125531554222,0.036219388246536255,0.036159224808216095,0.0359945073723793,0.036057379096746445,25,,,,,0.44150111079216003,5.676330089569092,291.87628173828125
3.0,16,,,0.00168609619140625,0.0010000000474974513,1359.0,906.0,,,,,,,,26,0.03952217102050781,0.5886681079864502,5.675655841827393,291.6795959472656,,,
,18,0.8094186782836914,5.675295352935791,,,,,0.998049795627594,0.022656163200736046,0.02385512925684452,0.03622329235076904,0.03615923598408699,0.036006148904561996,0.036057405173778534,27,,,,,0.44150111079216003,5.676145076751709,291.8222961425781
