batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_mlp.0.bias,paramnorm_mlp.0.weight,paramnorm_mlp.3.bias,paramnorm_mlp.3.weight,paramnorm_mlp.6.bias,paramnorm_mlp.6.weight,paramnorm_mlp.9.bias,paramnorm_mlp.9.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
10.0,0,,,0.09747934341430664,0.0,4704.0,4705.0,,,,,,,,,,9,0.44447851181030273,0.9353741407394409,5.465484619140625,236.390380859375,,,
,2,1.0629252195358276,5.405261516571045,,,,,0.9999648332595825,0.027043156325817108,0.026308050379157066,0.036583516746759415,0.03611336275935173,0.037031516432762146,0.035900648683309555,0.03686023876070976,0.03612309321761131,11,,,,,0.9989373087882996,5.405837059020996,222.7025604248047
10.0,2,,,0.17233014106750488,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,19,1.595716953277588,1.062925100326538,5.34337043762207,209.2166748046875,,,
,4,1.0629252195358276,4.940926551818848,,,,,0.9999648332595825,0.02845514565706253,0.026694362983107567,0.04029563069343567,0.036889929324388504,0.04031004011631012,0.03631744906306267,0.03957269340753555,0.037227876484394073,21,,,,,0.9989373087882996,4.9498162269592285,141.14901733398438
10.0,4,,,0.13705849647521973,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,29,1.5736148357391357,1.084183692932129,4.82164192199707,124.1688003540039,,,
,6,1.1692177057266235,4.594936847686768,,,,,0.9999648332595825,0.03185580298304558,0.027760149911046028,0.044896822422742844,0.03910701721906662,0.043901458382606506,0.037502892315387726,0.042352840304374695,0.03916681185364723,31,,,,,0.8926673531532288,4.632826328277588,102.80421447753906
10.0,6,,,0.15871691703796387,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,39,0.895819902420044,0.8715985417366028,4.62133264541626,101.62937927246094,,,
,8,1.0629252195358276,4.590873718261719,,,,,0.9999648332595825,0.03283645957708359,0.027947410941123962,0.046504274010658264,0.03959427773952484,0.04535655304789543,0.03764931857585907,0.04361216351389885,0.04022828862071037,41,,,,,0.9989373087882996,4.596474647521973,99.13421630859375
10.0,8,,,0.12384462356567383,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,49,1.4629826545715332,0.9991496801376343,4.615037441253662,100.99160766601562,,,
,10,1.1267006397247314,4.579776287078857,,,,,0.9999648332595825,0.031490013003349304,0.02745528146624565,0.046044860035181046,0.03860516846179962,0.045595332980155945,0.03716960921883583,0.0438234806060791,0.04049960896372795,51,,,,,0.935175359249115,4.598100662231445,99.29553985595703
10.0,10,,,0.3367490768432617,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,59,1.156747817993164,1.0841835737228394,4.60093355178833,99.57723236083984,,,
,12,1.1692177057266235,4.581273078918457,,,,,0.9999648332595825,0.029996581375598907,0.026912912726402283,0.04495302587747574,0.037522900849580765,0.04529111459851265,0.03662848100066185,0.043641578406095505,0.04048164188861847,61,,,,,0.8926673531532288,4.604297637939453,99.91278076171875
10.0,12,,,0.1793367862701416,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,69,1.0457525253295898,1.1054421663284302,4.595148086547852,99.00279235839844,,,
,14,1.3180272579193115,4.582078456878662,,,,,0.9999648332595825,0.029089096933603287,0.026567606255412102,0.04413988068699837,0.03687720373272896,0.044864390045404434,0.036199260503053665,0.04339003562927246,0.040569134056568146,71,,,,,0.8926673531532288,4.605445861816406,100.02757263183594
10.0,14,,,0.18456387519836426,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,79,0.984259843826294,1.062925100326538,4.589979648590088,98.49242401123047,,,
,16,1.1479592323303223,4.578139781951904,,,,,0.9999648332595825,0.028908608481287956,0.026469893753528595,0.04408121854066849,0.03677896782755852,0.04465152695775032,0.03594260662794113,0.043176617473363876,0.04095020890235901,81,,,,,0.9139213562011719,4.603337287902832,99.81687927246094
10.0,16,,,0.18178749084472656,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,89,1.6497604846954346,0.9991496205329895,4.58760404586792,98.25872802734375,,,
,18,1.2542517185211182,4.573274612426758,,,,,0.9999648332595825,0.028821369633078575,0.026417555287480354,0.04414625093340874,0.03681569546461105,0.044430479407310486,0.03572172671556473,0.04295988008379936,0.041383448988199234,91,,,,,0.8076514601707458,4.601250648498535,99.60881042480469
