batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_linear.weight,paramnorm_lstm.bias_hh_l0,paramnorm_lstm.bias_hh_l1,paramnorm_lstm.bias_ih_l0,paramnorm_lstm.bias_ih_l1,paramnorm_lstm.weight_hh_l0,paramnorm_lstm.weight_hh_l1,paramnorm_lstm.weight_ih_l0,paramnorm_lstm.weight_ih_l1,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
10.0,56,,,0.008977890014648438,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,289,0.08314180374145508,1.4880952835083008,2.2883121967315674,9.858284950256348,,,
,58,1.3392857313156128,2.2850470542907715,,,,,1.0030587911605835,0.08144909143447876,0.05876244977116585,0.057821378111839294,0.058718081563711166,0.057454925030469894,0.06063775345683098,0.05718015879392624,0.05910649523139,0.06380514055490494,291,,,,,0.7651434540748596,2.304854154586792,10.022716522216797
10.0,58,,,0.009109973907470703,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,299,0.0839390754699707,1.3818026781082153,2.2866740226745605,9.842147827148438,,,
,60,1.360544204711914,2.2830240726470947,,,,,1.0032374858856201,0.0822167918086052,0.05875697359442711,0.057918500155210495,0.05863863602280617,0.05753457173705101,0.06073768436908722,0.05727161094546318,0.05941573902964592,0.06402336061000824,301,,,,,0.7226354479789734,2.3081984519958496,10.056291580200195
10.0,60,,,0.009155511856079102,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,309,0.08358931541442871,1.2967686653137207,2.284860849380493,9.824318885803223,,,
,62,1.5731291770935059,2.281552791595459,,,,,1.0034235715866089,0.0830245092511177,0.05903435871005058,0.058046452701091766,0.05894317850470543,0.057698093354701996,0.06091509386897087,0.05736319720745087,0.059799760580062866,0.06427527219057083,311,,,,,0.4888416528701782,2.308908462524414,10.063433647155762
10.0,62,,,0.009103059768676758,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,319,0.08356857299804688,1.2755101919174194,2.2834131717681885,9.810107231140137,,,
,64,1.3818026781082153,2.2790367603302,,,,,1.0036152601242065,0.08387698978185654,0.05908969044685364,0.05815286934375763,0.05890908092260361,0.057774677872657776,0.06109856069087982,0.05745948106050491,0.060195185244083405,0.06453107297420502,321,,,,,0.5100956559181213,2.3135862350463867,10.110618591308594
10.0,64,,,0.010596036911010742,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,329,0.1771388053894043,1.3180272579193115,2.280805826187134,9.784562110900879,,,
,66,1.7006802558898926,2.276657819747925,,,,,1.0038074254989624,0.08472434431314468,0.05928055942058563,0.058273933827877045,0.05920204892754555,0.0578596293926239,0.06130090728402138,0.05755265802145004,0.06065873056650162,0.064801424741745,331,,,,,0.40382570028305054,2.313365936279297,10.108391761779785
10.0,66,,,0.008757352828979492,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,339,0.08198809623718262,1.6369047164916992,2.279127597808838,9.768155097961426,,,
,68,1.9345238208770752,2.272902727127075,,,,,1.0040032863616943,0.08562617748975754,0.05946575850248337,0.05838148668408394,0.05945976823568344,0.058013513684272766,0.06157877668738365,0.057675451040267944,0.061129048466682434,0.06510315090417862,341,,,,,0.40382570028305054,2.316852331161499,10.143694877624512
10.0,68,,,0.008911371231079102,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,349,0.08257079124450684,1.5731292963027954,2.2741990089416504,9.72012996673584,,,
,70,2.0833332538604736,2.270968198776245,,,,,1.0041978359222412,0.08654013276100159,0.059799592941999435,0.05867239087820053,0.05985090509057045,0.05821112543344498,0.061898376792669296,0.057833291590213776,0.061630915850400925,0.06545748561620712,351,,,,,0.3825717270374298,2.321953535079956,10.195571899414062
10.0,70,,,0.008983373641967773,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,359,0.08275294303894043,1.849489688873291,2.272653102874756,9.70511531829834,,,
,72,1.892006754875183,2.268052577972412,,,,,1.004384160041809,0.0874914824962616,0.06009142845869064,0.058856718242168427,0.06016251817345619,0.058381929993629456,0.06227528676390648,0.05799233913421631,0.062126483768224716,0.06582149118185043,361,,,,,0.40382570028305054,2.331125497817993,10.289515495300293
10.0,72,,,0.009013175964355469,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,369,0.0830223560333252,1.9132652282714844,2.269749164581299,9.676973342895508,,,
,74,2.2959182262420654,2.26312518119812,,,,,1.0045768022537231,0.08841961622238159,0.060324203222990036,0.058956991881132126,0.060442689806222916,0.05848042666912079,0.06256192922592163,0.058129794895648956,0.06265295296907425,0.06615664809942245,371,,,,,0.2975557744503021,2.3316421508789062,10.29483413696289
10.0,74,,,0.008957624435424805,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,379,0.08237314224243164,2.062074899673462,2.2654778957366943,9.635727882385254,,,
,76,2.551020383834839,2.2613391876220703,,,,,1.0047671794891357,0.08939649909734726,0.06060704588890076,0.05917925760149956,0.060788463801145554,0.058684512972831726,0.06292732059955597,0.05828823521733284,0.06318170577287674,0.06652740389108658,381,,,,,0.3613177239894867,2.333193302154541,10.31081485748291
10.0,76,,,0.008957147598266602,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,389,0.08274269104003906,2.253401279449463,2.262577772140503,9.607823371887207,,,
,78,2.827380895614624,2.254456043243408,,,,,1.0049489736557007,0.09043416380882263,0.061000898480415344,0.05931137874722481,0.061229631304740906,0.05880984291434288,0.06339196860790253,0.05844498425722122,0.06370405107736588,0.06693447381258011,391,,,,,0.2763018012046814,2.3421740531921387,10.403830528259277
10.0,78,,,0.008925914764404297,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,399,0.08233475685119629,2.6785712242126465,2.258240222930908,9.566239356994629,,,
,80,2.423469305038452,2.250732183456421,,,,,1.0051301717758179,0.09149044752120972,0.06146450340747833,0.059463419020175934,0.06174912676215172,0.058988962322473526,0.06389936804771423,0.05863732844591141,0.06424643844366074,0.06735724210739136,401,,,,,0.21253985166549683,2.351846218109131,10.504945755004883
10.0,80,,,0.009734869003295898,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,409,0.09024524688720703,2.5085034370422363,2.2529826164245605,9.516077041625977,,,
,82,2.529761791229248,2.2463700771331787,,,,,1.0053081512451172,0.09257449954748154,0.061848413199186325,0.05978844314813614,0.06225030496716499,0.05931578204035759,0.0644015371799469,0.05885202810168266,0.06477749347686768,0.0677960142493248,411,,,,,0.14877788722515106,2.355085849761963,10.539033889770508
10.0,82,,,0.009907722473144531,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,419,0.09477424621582031,2.2746598720550537,2.2486891746520996,9.47530746459961,,,
,84,2.6998298168182373,2.2418012619018555,,,,,1.0054842233657837,0.09362942725419998,0.062290992587804794,0.05988124758005142,0.06271233409643173,0.059358395636081696,0.06493589282035828,0.059056155383586884,0.06529776751995087,0.06818022578954697,421,,,,,0.2975557744503021,2.361283540725708,10.604554176330566
10.0,84,,,0.009649276733398438,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,429,0.09067201614379883,2.529761791229248,2.244296073913574,9.433773040771484,,,
,86,2.8698978424072266,2.2361702919006348,,,,,1.005655288696289,0.0947561115026474,0.06273689866065979,0.06007915735244751,0.06323150545358658,0.05957937613129616,0.06550256162881851,0.05928567051887512,0.06581759452819824,0.06860540062189102,431,,,,,0.14877788722515106,2.3691258430480957,10.688045501708984
10.0,86,,,0.009884119033813477,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,439,0.08456063270568848,2.8698980808258057,2.2396841049194336,9.390364646911621,,,
,88,3.125,2.231567859649658,,,,,1.0058196783065796,0.0958629921078682,0.06318838894367218,0.06034503132104874,0.0637509822845459,0.05983031913638115,0.06604164838790894,0.0595402829349041,0.06633765250444412,0.06901495158672333,441,,,,,0.1912858635187149,2.376159191131592,10.763483047485352
10.0,88,,,0.010459661483764648,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,449,0.09444117546081543,2.9761905670166016,2.2334084510803223,9.331618309020996,,,
,90,3.422618865966797,2.226091146469116,,,,,1.0059784650802612,0.09699945151805878,0.06371473520994186,0.06050582230091095,0.0643351748585701,0.0600077360868454,0.06662803143262863,0.05979892611503601,0.06683605164289474,0.0694466382265091,451,,,,,0.14877788722515106,2.3865103721618652,10.875475883483887
10.0,90,,,0.01045680046081543,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,459,0.09507226943969727,3.4013607501983643,2.2283475399017334,9.284510612487793,,,
,92,3.720237970352173,2.2189459800720215,,,,,1.0061399936676025,0.09815146774053574,0.06410204619169235,0.0606163926422596,0.06472539156675339,0.0602237842977047,0.06716974824666977,0.06007720157504082,0.06735636293888092,0.06989152729511261,461,,,,,0.17003187537193298,2.392327070236206,10.938920021057129
10.0,92,,,0.010778188705444336,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,469,0.11139512062072754,3.210034132003784,2.2240705490112305,9.24488639831543,,,
,94,3.8690476417541504,2.2122373580932617,,,,,1.0063016414642334,0.09932593256235123,0.06444847583770752,0.060709644109010696,0.06510183960199356,0.06032291427254677,0.06772730499505997,0.06033474579453468,0.06785941123962402,0.0703088790178299,471,,,,,0.12752391397953033,2.3999710083007812,11.022856712341309
10.0,94,,,0.010774374008178711,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,479,0.1072535514831543,3.5501699447631836,2.216071367263794,9.171229362487793,,,
,96,4.124149799346924,2.205132246017456,,,,,1.0064561367034912,0.1005357950925827,0.06485499441623688,0.0608857236802578,0.06557947397232056,0.060591358691453934,0.0683077946305275,0.06063258647918701,0.06834723800420761,0.07074684649705887,481,,,,,0.17003187537193298,2.411008358001709,11.145194053649902
10.0,96,,,0.008952856063842773,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,489,0.0830848217010498,4.017857074737549,2.2086615562438965,9.103523254394531,,,
,98,3.9540815353393555,2.1984238624572754,,,,,1.0066089630126953,0.10175614058971405,0.06527755409479141,0.061116475611925125,0.06606455892324448,0.06082555279135704,0.06888054311275482,0.060965247452259064,0.0688331201672554,0.07118862122297287,491,,,,,0.25504782795906067,2.4205129146575928,11.251629829406738
10.0,98,,,0.009069681167602539,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,499,0.08301353454589844,3.8477890491485596,2.2014448642730713,9.038063049316406,,,
,100,4.294217586517334,2.19205379486084,,,,,1.0067601203918457,0.10298416018486023,0.06571265310049057,0.061347607523202896,0.06653223931789398,0.06105488911271095,0.06946346163749695,0.06131560727953911,0.0693163052201271,0.07164868712425232,501,,,,,0.14877788722515106,2.4291858673095703,11.349638938903809
10.0,100,,,0.00897836685180664,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,509,0.08263945579528809,4.102890968322754,2.195619583129883,8.985567092895508,,,
,102,4.570578098297119,2.185516834259033,,,,,1.0069096088409424,0.10426119714975357,0.06614973396062851,0.06150862202048302,0.06696806848049164,0.0612945482134819,0.07005414366722107,0.06170862540602684,0.06979179382324219,0.07210931181907654,511,,,,,0.10626992583274841,2.436516284942627,11.433141708374023
10.0,102,,,0.008974552154541016,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,519,0.08244061470031738,4.0603742599487305,2.18896746635437,8.925992012023926,,,
,104,4.570578098297119,2.1773228645324707,,,,,1.0070641040802002,0.10564999282360077,0.06657771021127701,0.06179708614945412,0.0674113780260086,0.061556778848171234,0.07065531611442566,0.06214369088411331,0.07027100026607513,0.07260733097791672,521,,,,,0.12752391397953033,2.450317144393921,11.592022895812988
10.0,104,,,0.008992433547973633,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,529,0.07239651679992676,4.400509834289551,2.181922435760498,8.86332893371582,,,
,106,4.719387531280518,2.1705238819122314,,,,,1.0072166919708252,0.10707027465105057,0.06709601730108261,0.06185635179281235,0.067921482026577,0.06162753328680992,0.07125522196292877,0.06254688650369644,0.07073962688446045,0.07305998355150223,531,,,,,0.10626992583274841,2.4599766731262207,11.704538345336914
10.0,106,,,0.008877992630004883,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,539,0.07204580307006836,4.868197441101074,2.1730172634124756,8.784749984741211,,,
,108,5.50595235824585,2.1604185104370117,,,,,1.0073727369308472,0.10848291963338852,0.06735552847385406,0.06206318736076355,0.06831331551074982,0.06187828630208969,0.0718495100736618,0.06297855824232101,0.07120104134082794,0.07351403683423996,541,,,,,0.14877788722515106,2.469224691390991,11.813284873962402
10.0,108,,,0.008952140808105469,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,549,0.07315778732299805,5.2083330154418945,2.1638174057006836,8.704301834106445,,,
,110,5.378401279449463,2.154825448989868,,,,,1.0075361728668213,0.10997038334608078,0.06764044612646103,0.06218995526432991,0.06862257421016693,0.062054429203271866,0.07238730043172836,0.06344150751829147,0.07167509198188782,0.07398843765258789,551,,,,,0.08501593768596649,2.473106622695923,11.859231948852539
10.0,110,,,0.008912086486816406,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,559,0.07204532623291016,5.335884094238281,2.157113552093506,8.64614486694336,,,
,112,5.612244606018066,2.146843194961548,,,,,1.007693886756897,0.11157381534576416,0.06812411546707153,0.062277112156152725,0.06911034882068634,0.06220809370279312,0.072987861931324,0.06392863392829895,0.07213447242975235,0.07447827607393265,561,,,,,0.2763018012046814,2.486814498901367,12.022915840148926
10.0,112,,,0.008926868438720703,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,569,0.0720064640045166,5.420917987823486,2.149061679840088,8.576807022094727,,,
,114,6.016156196594238,2.1357152462005615,,,,,1.0078554153442383,0.11322905123233795,0.06848865747451782,0.06251144409179688,0.06956478953361511,0.0625167191028595,0.07359097898006439,0.06446193903684616,0.07259435206651688,0.07496091723442078,571,,,,,0.08501593768596649,2.4985690116882324,12.165074348449707
10.0,114,,,0.008783102035522461,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,579,0.07134342193603516,5.527210712432861,2.1399621963500977,8.499116897583008,,,
,116,5.973639488220215,2.1280806064605713,,,,,1.008013129234314,0.11500794440507889,0.06889939308166504,0.06268323957920074,0.07000318169593811,0.06276734173297882,0.07421095669269562,0.06504977494478226,0.07304217666387558,0.07544814795255661,581,,,,,0.10626992583274841,2.5155527591705322,12.373446464538574
10.0,116,,,0.008875370025634766,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,589,0.07236194610595703,5.442176818847656,2.1299076080322266,8.41408920288086,,,
,118,5.739795684814453,2.118786096572876,,,,,1.0081779956817627,0.11682144552469254,0.06934251636266708,0.06296630203723907,0.07051022350788116,0.06301648914813995,0.07482126355171204,0.06563400477170944,0.07349558174610138,0.0759473592042923,591,,,,,0.08501593768596649,2.5304412841796875,12.559046745300293
