batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_linear.weight,paramnorm_lstm.bias_hh_l0,paramnorm_lstm.bias_hh_l1,paramnorm_lstm.bias_ih_l0,paramnorm_lstm.bias_ih_l1,paramnorm_lstm.weight_hh_l0,paramnorm_lstm.weight_hh_l1,paramnorm_lstm.weight_ih_l0,paramnorm_lstm.weight_ih_l1,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
10.0,0,,,0.00975799560546875,0.0,4704.0,4705.0,,,,,,,,,,,9,0.0876772403717041,0.0,5.432121753692627,228.63385009765625,,,
,2,0.0,5.000818729400635,,,,,1.0034376382827759,0.051121342927217484,0.05177100747823715,0.052159134298563004,0.05185253918170929,0.05204669386148453,0.051305148750543594,0.05128267779946327,0.05135585740208626,0.05142628401517868,11,,,,,0.0,5.002563953399658,148.79417419433594
10.0,2,,,0.010271549224853516,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,19,0.17200708389282227,0.0,4.536191463470459,93.33464813232422,,,
,4,0.0,3.104069471359253,,,,,1.0033855438232422,0.05207577347755432,0.05341210961341858,0.053488101810216904,0.053789667785167694,0.05374658852815628,0.05250648781657219,0.05226554721593857,0.05247461795806885,0.05264471098780632,21,,,,,0.0,3.1181728839874268,22.605039596557617
10.0,4,,,0.010010957717895508,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,29,0.1814286708831787,0.0,3.1394083499908447,23.090200424194336,,,
,6,0.0,2.9761717319488525,,,,,1.0033187866210938,0.05375358462333679,0.05467216670513153,0.05466276779770851,0.05511855334043503,0.05502062290906906,0.05367986857891083,0.05311574786901474,0.053460896015167236,0.05366266891360283,31,,,,,0.0,2.9906723499298096,19.899057388305664
10.0,6,,,0.008729934692382812,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,39,0.08205986022949219,0.0,2.97367000579834,19.563587188720703,,,
,8,0.0,2.8909780979156494,,,,,1.0032248497009277,0.05530672147870064,0.05519904941320419,0.05507638305425644,0.0554845966398716,0.055437102913856506,0.05434999614953995,0.05342928692698479,0.054097048938274384,0.054169874638319016,41,,,,,0.0,2.8989033699035645,18.154226303100586
10.0,8,,,0.010195732116699219,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,49,0.17028260231018066,0.0,2.867197036743164,17.5876522064209,,,
,10,0.0,2.729766607284546,,,,,1.0030685663223267,0.05642251670360565,0.055554140359163284,0.05509744584560394,0.055578939616680145,0.055328961461782455,0.05501430854201317,0.05359281972050667,0.0546562597155571,0.05457960069179535,51,,,,,0.0,2.7351598739624023,15.41220760345459
10.0,10,,,0.008749723434448242,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,59,0.0822451114654541,0.0,2.6938228607177734,14.788100242614746,,,
,12,0.0,2.550910472869873,,,,,1.0028455257415771,0.05740535631775856,0.055999886244535446,0.05496247112751007,0.05575020611286163,0.05496267229318619,0.05590618774294853,0.053843867033720016,0.0553097203373909,0.05520976707339287,61,,,,,0.0,2.5565481185913086,12.891242027282715
10.0,12,,,0.008802413940429688,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,69,0.08214139938354492,0.0,2.529188632965088,12.543325424194336,,,
,14,0.0,2.458965301513672,,,,,1.0026087760925293,0.0587073490023613,0.05655428394675255,0.054948460310697556,0.05614382401108742,0.05487744137644768,0.05688069388270378,0.05428977683186531,0.05581418797373772,0.056116823107004166,71,,,,,0.0,2.4657702445983887,11.772546768188477
10.0,14,,,0.008709430694580078,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,79,0.0816495418548584,0.0,2.4488437175750732,11.574954986572266,,,
,16,0.0,2.4112026691436768,,,,,1.0024429559707642,0.060446567833423615,0.05698736011981964,0.0552050806581974,0.05659716576337814,0.05507773160934448,0.05762872472405434,0.0546887181699276,0.05618792772293091,0.05709368735551834,81,,,,,0.0,2.4198927879333496,11.244653701782227
10.0,16,,,0.010686397552490234,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,89,0.18872976303100586,0.0,2.404646873474121,11.074519157409668,,,
,18,0.0,2.3789734840393066,,,,,1.0023396015167236,0.062333159148693085,0.05731644108891487,0.05555962026119232,0.057020533829927444,0.05539408698678017,0.058153778314590454,0.055002957582473755,0.05645514652132988,0.0579487644135952,91,,,,,0.0,2.3886730670928955,10.899022102355957
10.0,18,,,0.00889444351196289,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,99,0.08374714851379395,0.0,2.375091314315796,10.751995086669922,,,
,20,0.0,2.3564653396606445,,,,,1.0022772550582886,0.06411765515804291,0.057519420981407166,0.05588895455002785,0.057314302772283554,0.0556681826710701,0.05852068215608597,0.05525672808289528,0.056654442101716995,0.058663249015808105,101,,,,,0.0,2.3665032386779785,10.660051345825195
10.0,20,,,0.008641958236694336,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,109,0.08166241645812988,0.0,2.3542113304138184,10.529821395874023,,,
,22,0.0,2.340824842453003,,,,,1.002234935760498,0.0656929463148117,0.05769098550081253,0.056139055639505386,0.057559628039598465,0.05586547031998634,0.058799032121896744,0.055462196469306946,0.05680656060576439,0.0592317208647728,111,,,,,0.0,2.350294589996338,10.488658905029297
10.0,22,,,0.008690834045410156,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,119,0.08338761329650879,0.0,2.3397510051727295,10.378652572631836,,,
,24,0.0,2.329425811767578,,,,,1.002205491065979,0.06707914173603058,0.05782030150294304,0.05634745955467224,0.05774031952023506,0.05599582940340042,0.059015903621912,0.05563505366444588,0.05693140625953674,0.05970389395952225,121,,,,,0.0,2.338681697845459,10.367560386657715
10.0,24,,,0.008661985397338867,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,129,0.08155083656311035,0.0,2.3289828300476074,10.267492294311523,,,
,26,0.0,2.3204948902130127,,,,,1.002184510231018,0.0683118924498558,0.05795245245099068,0.056544411927461624,0.05792192742228508,0.05612664297223091,0.05920267850160599,0.0557824969291687,0.057036370038986206,0.060109999030828476,131,,,,,0.0,2.3303258419036865,10.281291961669922
10.0,26,,,0.008656024932861328,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,139,0.08144307136535645,0.0,2.3205809593200684,10.181588172912598,,,
,28,0.0,2.3140347003936768,,,,,1.0021718740463257,0.06943178176879883,0.05805085599422455,0.05670826882123947,0.05806008726358414,0.05627293884754181,0.05936437472701073,0.055918678641319275,0.05712978541851044,0.060474690049886703,141,,,,,0.0,2.324274778366089,10.219265937805176
10.0,28,,,0.00864720344543457,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,149,0.08150959014892578,0.0,2.3143911361694336,10.118760108947754,,,
,30,0.0,2.309191942214966,,,,,1.0021650791168213,0.0704510286450386,0.05812837556004524,0.05681832879781723,0.05817791819572449,0.056387290358543396,0.0595066100358963,0.05604568123817444,0.05721314996480942,0.060798849910497665,151,,,,,0.0,2.319127082824707,10.16679573059082
10.0,30,,,0.00857234001159668,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,159,0.08155965805053711,0.0,2.309802532196045,10.07243537902832,,,
,32,0.0,2.3051722049713135,,,,,1.0021634101867676,0.07138705253601074,0.058198295533657074,0.05688740313053131,0.05828925967216492,0.056460145860910416,0.059631627053022385,0.05616189166903496,0.05729192867875099,0.06108567491173744,161,,,,,0.021253984421491623,2.3153090476989746,10.128052711486816
10.0,32,,,0.009921789169311523,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,169,0.17070603370666504,0.23384353518486023,2.3060708045959473,10.034917831420898,,,
,34,1.2755101919174194,2.302596092224121,,,,,1.0021682977676392,0.0722670927643776,0.058288879692554474,0.056967657059431076,0.058424171060323715,0.05656875669956207,0.05975386127829552,0.056266650557518005,0.05736715346574783,0.061354756355285645,171,,,,,0.7651434540748596,2.312744379043579,10.102110862731934
10.0,34,,,0.008701801300048828,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,179,0.08186936378479004,1.2967686653137207,2.3035879135131836,10.010032653808594,,,
,36,1.1692177057266235,2.2997829914093018,,,,,1.0021789073944092,0.07311603426933289,0.05833911523222923,0.05706118419766426,0.05848022177815437,0.056654661893844604,0.05985240638256073,0.0563679002225399,0.05744331330060959,0.06160617619752884,181,,,,,0.6588734984397888,2.309300184249878,10.067376136779785
10.0,36,,,0.008603334426879883,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,189,0.08153533935546875,1.2329931259155273,2.301492214202881,9.9890775680542,,,
,38,1.211734652519226,2.2976715564727783,,,,,1.0021963119506836,0.07393692433834076,0.05840090289711952,0.05715141072869301,0.05855995789170265,0.05672712251543999,0.0599469430744648,0.05645384639501572,0.05752549692988396,0.061840545386075974,191,,,,,0.8076514005661011,2.3074915409088135,10.049184799194336
10.0,38,,,0.00860905647277832,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,199,0.08197879791259766,1.1904761791229248,2.299370288848877,9.967903137207031,,,
,40,1.318027138710022,2.2964909076690674,,,,,1.002221941947937,0.07473284751176834,0.058439161628484726,0.05722621828317642,0.05861702561378479,0.056813277304172516,0.06003076955676079,0.05653468146920204,0.05760503560304642,0.06205753609538078,201,,,,,0.7438894510269165,2.3081564903259277,10.055869102478027
10.0,40,,,0.008606195449829102,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,209,0.08172059059143066,0.8503401279449463,2.2977638244628906,9.951903343200684,,,
,42,1.2967686653137207,2.2945034503936768,,,,,1.002254843711853,0.07549519836902618,0.05847702547907829,0.057288914918899536,0.058661021292209625,0.0568811409175396,0.06009804457426071,0.056611377745866776,0.05769379064440727,0.06225408986210823,211,,,,,0.701381504535675,2.306286096572876,10.037078857421875
10.0,42,,,0.008606910705566406,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,219,0.08149242401123047,1.1692177057266235,2.2962112426757812,9.936463356018066,,,
,44,1.46683669090271,2.2934248447418213,,,,,1.002298355102539,0.07624887675046921,0.058525681495666504,0.057359833270311356,0.05872490629553795,0.05694606155157089,0.06016860157251358,0.0566837377846241,0.0577956847846508,0.06244807317852974,221,,,,,0.6376195549964905,2.305745840072632,10.031657218933105
10.0,44,,,0.008633136749267578,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,229,0.08292913436889648,1.2542517185211182,2.294572114944458,9.92018985748291,,,
,46,1.318027138710022,2.2923004627227783,,,,,1.0023589134216309,0.07700464129447937,0.05854218825697899,0.05741916969418526,0.05873331427574158,0.05700348690152168,0.060229428112506866,0.056755777448415756,0.05790984630584717,0.06264279782772064,231,,,,,0.7863974571228027,2.304042339324951,10.014583587646484
10.0,46,,,0.009170055389404297,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,239,0.08408761024475098,1.0204081535339355,2.29386568069458,9.913185119628906,,,
,48,1.3818026781082153,2.2911930084228516,,,,,1.0024324655532837,0.07775358855724335,0.058554649353027344,0.05748404562473297,0.058726366609334946,0.057079967111349106,0.06028380244970322,0.05682476982474327,0.058039017021656036,0.06283020973205566,241,,,,,0.7651434540748596,2.3031857013702393,10.00600814819336
10.0,48,,,0.009060144424438477,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,249,0.08073186874389648,1.3392856121063232,2.2933993339538574,9.908562660217285,,,
,50,1.4243197441101074,2.290034294128418,,,,,1.002518653869629,0.07849117368459702,0.058571189641952515,0.05753204971551895,0.05875495821237564,0.05713044852018356,0.060340508818626404,0.056890204548835754,0.058189816772937775,0.06301403790712357,251,,,,,0.6801275014877319,2.303863286972046,10.012789726257324
10.0,50,,,0.009117603302001953,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,259,0.08375144004821777,1.1904761791229248,2.291544198989868,9.890198707580566,,,
,52,1.509353756904602,2.2889909744262695,,,,,1.0026253461837769,0.07923172414302826,0.05860137939453125,0.05758427456021309,0.05875653773546219,0.057173196226358414,0.060394287109375,0.0569583997130394,0.058366529643535614,0.06319617480039597,261,,,,,0.4888416528701782,2.3036491870880127,10.01064682006836
10.0,52,,,0.008898019790649414,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,269,0.08276152610778809,1.4243197441101074,2.2906246185302734,9.881107330322266,,,
,54,1.6581631898880005,2.28770112991333,,,,,1.0027508735656738,0.07997588813304901,0.058616578578948975,0.0576714351773262,0.05869486182928085,0.05724642053246498,0.060449257493019104,0.05703037604689598,0.05856695771217346,0.06338492035865784,271,,,,,0.5738576054573059,2.3029446601867676,10.003596305847168
10.0,54,,,0.00913691520690918,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,279,0.08380627632141113,1.4243197441101074,2.2890303134918213,9.865365982055664,,,
,56,1.2967686653137207,2.2866175174713135,,,,,1.0028953552246094,0.08070863038301468,0.05863643065094948,0.0577525794506073,0.05867163836956024,0.05732299014925957,0.060520146042108536,0.05710190534591675,0.058815281838178635,0.06358549743890762,281,,,,,0.7651434540748596,2.304218053817749,10.016343116760254
