batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_fc.bias,paramnorm_fc.weight,paramnorm_lstm.bias_hh_l0,paramnorm_lstm.bias_hh_l1,paramnorm_lstm.bias_ih_l0,paramnorm_lstm.bias_ih_l1,paramnorm_lstm.weight_hh_l0,paramnorm_lstm.weight_hh_l1,paramnorm_lstm.weight_ih_l0,paramnorm_lstm.weight_ih_l1,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
10.0,28,,,0.008912801742553711,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,149,0.07378244400024414,1.3180272579193115,4.579358100891113,97.45182037353516,,,
,30,1.2967686653137207,4.574068069458008,,,,,0.9949743151664734,0.06146586686372757,0.07072083652019501,0.07030478119850159,0.07158740609884262,0.07138734310865402,0.07193250209093094,0.06621725112199783,0.06609013676643372,0.055922579020261765,0.06628832221031189,151,,,,,0.7651434540748596,4.5918965339660645,98.68140411376953
10.0,30,,,0.009005308151245117,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,159,0.07390570640563965,1.2117347717285156,4.577917098999023,97.31149291992188,,,
,32,1.2967686653137207,4.573415279388428,,,,,0.9949743151664734,0.06148587167263031,0.07114869356155396,0.07002528011798859,0.0714741125702858,0.0711175724864006,0.07185839116573334,0.06593825668096542,0.06604215502738953,0.05596771091222763,0.06623440235853195,161,,,,,0.7651434540748596,4.592876434326172,98.77814483642578
10.0,32,,,0.010959863662719727,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,169,0.1889503002166748,1.2967686653137207,4.5777058601379395,97.29093933105469,,,
,34,1.2542517185211182,4.573668003082275,,,,,0.9949743151664734,0.061553020030260086,0.07161932438611984,0.06983613222837448,0.07142188400030136,0.07093087583780289,0.07177134603261948,0.06576492637395859,0.06601545959711075,0.056050509214401245,0.0662146508693695,171,,,,,0.8076514005661011,4.594819068908691,98.97022247314453
10.0,34,,,0.008971214294433594,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,179,0.0752708911895752,1.1692177057266235,4.57853889465332,97.37201690673828,,,
,36,1.211734652519226,4.573677062988281,,,,,0.9949743151664734,0.06156522035598755,0.07213082909584045,0.0695776417851448,0.07135795056819916,0.07068650424480438,0.07166796922683716,0.06552518904209137,0.06596357375383377,0.056143902242183685,0.06617053598165512,181,,,,,0.8501594066619873,4.593508243560791,98.840576171875
10.0,36,,,0.008852720260620117,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,189,0.07354068756103516,0.9991496801376343,4.577248573303223,97.2464599609375,,,
,38,1.1904761791229248,4.57338285446167,,,,,0.9949743151664734,0.06163175404071808,0.07269379496574402,0.06918516010046005,0.07121606171131134,0.07031742483377457,0.07153239846229553,0.06515117734670639,0.06589393317699432,0.05623508617281914,0.06609994918107986,191,,,,,0.8714133501052856,4.5904998779296875,98.5436782836914
10.0,38,,,0.009171247482299805,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,199,0.07432293891906738,1.1904761791229248,4.576291561126709,97.15343475341797,,,
,40,1.1267006397247314,4.573746204376221,,,,,0.9949743151664734,0.061676912009716034,0.07330922037363052,0.06910393387079239,0.07114116847515106,0.07024667412042618,0.07150314748287201,0.06513683497905731,0.06587467342615128,0.05639981850981712,0.06609751284122467,201,,,,,0.9351752996444702,4.5914530754089355,98.63764953613281
10.0,40,,,0.009184598922729492,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,209,0.07416844367980957,1.0416666269302368,4.578263282775879,97.34518432617188,,,
,42,1.1479591131210327,4.573725700378418,,,,,0.9949743151664734,0.06173013150691986,0.07397109270095825,0.06890278309583664,0.07104483246803284,0.07004561275243759,0.0714096650481224,0.06502224504947662,0.06582900136709213,0.056568071246147156,0.06606875360012054,211,,,,,0.9139213562011719,4.592741966247559,98.7648696899414
10.0,42,,,0.009115934371948242,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,219,0.0746603012084961,1.1479592323303223,4.577055931091309,97.22772216796875,,,
,44,1.1692177057266235,4.572500228881836,,,,,0.9949743151664734,0.061821792274713516,0.07468990981578827,0.06844227015972137,0.0709109902381897,0.06959845870733261,0.0712539553642273,0.0646756961941719,0.06575571000576019,0.05673054978251457,0.06601525098085403,221,,,,,0.8926673531532288,4.591965675354004,98.68822479248047
10.0,44,,,0.009114980697631836,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,229,0.07415485382080078,1.084183692932129,4.576043128967285,97.12930297851562,,,
,46,1.1692177057266235,4.572729587554932,,,,,0.9949743151664734,0.06189688667654991,0.0754762664437294,0.06809587776660919,0.07079262286424637,0.06925425678491592,0.0711420327425003,0.06443489342927933,0.0657138079404831,0.05693266913294792,0.06599366664886475,231,,,,,0.8926673531532288,4.591269016265869,98.61949920654297
10.0,46,,,0.009295940399169922,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,239,0.07639312744140625,1.2117347717285156,4.576608180999756,97.1842041015625,,,
,48,1.2967686653137207,4.5724945068359375,,,,,0.9949743151664734,0.06195477768778801,0.07633265852928162,0.06799724698066711,0.07073797285556793,0.06912855803966522,0.07106643915176392,0.06439795345067978,0.0657016932964325,0.057176314294338226,0.06601392477750778,241,,,,,0.7651434540748596,4.591917037963867,98.68342590332031
10.0,48,,,0.008994579315185547,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,249,0.0739741325378418,1.2967686653137207,4.57600212097168,97.12532043457031,,,
,50,1.2542517185211182,4.572812557220459,,,,,0.9949743151664734,0.062043435871601105,0.07725001126527786,0.06795268505811691,0.0707130879163742,0.06907328218221664,0.07098691165447235,0.06447342783212662,0.06568779796361923,0.057450585067272186,0.06605023890733719,251,,,,,0.8076514005661011,4.594606876373291,98.94922637939453
10.0,50,,,0.008769035339355469,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,259,0.07359862327575684,1.232993245124817,4.576367378234863,97.16079711914062,,,
,52,1.211734652519226,4.572451591491699,,,,,0.9949743151664734,0.062107570469379425,0.07822871953248978,0.06766553968191147,0.07060513645410538,0.06880056113004684,0.0708870217204094,0.06438518315553665,0.0656542256474495,0.057726431638002396,0.06605446338653564,261,,,,,0.8501594066619873,4.594113349914551,98.90040588378906
10.0,52,,,0.008865594863891602,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,269,0.07374691963195801,1.084183692932129,4.576837539672852,97.20648956298828,,,
,54,1.1479591131210327,4.572203159332275,,,,,0.9949743151664734,0.06217444688081741,0.07928446680307388,0.06728632748126984,0.07049060612916946,0.0683915987610817,0.07069899886846542,0.06424778699874878,0.06560981273651123,0.05801859498023987,0.06604184210300446,271,,,,,0.9139213562011719,4.595139980316162,99.00199127197266
10.0,54,,,0.008759737014770508,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,279,0.07327604293823242,1.084183692932129,4.576220512390137,97.14653778076172,,,
,56,1.2967686653137207,4.57246732711792,,,,,0.9949743151664734,0.06232457235455513,0.0804588720202446,0.06652334332466125,0.07023324072360992,0.06760580837726593,0.0704263225197792,0.06384308636188507,0.06552363932132721,0.058306656777858734,0.0659870132803917,281,,,,,0.7651434540748596,4.594746112823486,98.96299743652344
10.0,56,,,0.008804798126220703,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,289,0.07295536994934082,1.2755101919174194,4.5759663581848145,97.1218490600586,,,
,58,1.360544204711914,4.57135009765625,,,,,0.9949743151664734,0.06251528859138489,0.08182930946350098,0.06596146523952484,0.07000725716352463,0.06699587404727936,0.07022999227046967,0.06362301111221313,0.06544358283281326,0.05864141136407852,0.06595461070537567,291,,,,,0.6376195549964905,4.592736721038818,98.76434326171875
10.0,58,,,0.008775949478149414,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,299,0.07310056686401367,1.2755101919174194,4.574431419372559,96.97288513183594,,,
,60,1.2542517185211182,4.571171283721924,,,,,0.9949743151664734,0.06265529990196228,0.08341526985168457,0.06614704430103302,0.06993943452835083,0.06710129976272583,0.07018080353736877,0.06398814916610718,0.06543410569429398,0.05904357507824898,0.06601941585540771,301,,,,,0.8076514005661011,4.591886043548584,98.68036651611328
10.0,60,,,0.009062528610229492,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,309,0.0752716064453125,1.2542517185211182,4.57446813583374,96.9764404296875,,,
,62,1.1054421663284302,4.571048259735107,,,,,0.9949743151664734,0.06280360370874405,0.08511233329772949,0.06678549200296402,0.06993956863880157,0.06766197830438614,0.07021664083003998,0.06476294249296188,0.06547137349843979,0.05950264632701874,0.06615643948316574,311,,,,,0.9564293026924133,4.593379497528076,98.82785034179688
10.0,62,,,0.009240150451660156,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,319,0.07512497901916504,1.1054421663284302,4.574124813079834,96.94315338134766,,,
,64,1.1054421663284302,4.570455551147461,,,,,0.9949743151664734,0.06300529837608337,0.08683314919471741,0.06753978878259659,0.06993361562490463,0.06830331683158875,0.07016916573047638,0.06569115072488785,0.0654987022280693,0.059994932264089584,0.066301628947258,321,,,,,0.9564293026924133,4.596205234527588,99.10751342773438
10.0,64,,,0.010682344436645508,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,329,0.18266892433166504,1.084183692932129,4.573009967803955,96.83513641357422,,,
,66,1.2542517185211182,4.569764614105225,,,,,0.9949743151664734,0.06317073851823807,0.08852920681238174,0.06815002858638763,0.06983691453933716,0.06879948079586029,0.0700831264257431,0.06651118397712708,0.0655069500207901,0.06049254536628723,0.06642498075962067,331,,,,,0.8076514005661011,4.596278667449951,99.11479187011719
10.0,66,,,0.009095191955566406,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,339,0.07400894165039062,1.0416666269302368,4.5738749504089355,96.91893005371094,,,
,68,1.2542517185211182,4.570461750030518,,,,,0.9949743151664734,0.0633549913764,0.0902598649263382,0.06771668791770935,0.06962626427412033,0.0682893618941307,0.06991802155971527,0.06661207228899002,0.06546556949615479,0.06093776226043701,0.0664656013250351,341,,,,,0.7863974571228027,4.593664169311523,98.85599517822266
10.0,68,,,0.009028911590576172,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,349,0.08307981491088867,0.9778910875320435,4.574061870574951,96.93705749511719,,,
,70,1.5518707036972046,4.570130825042725,,,,,0.9949743151664734,0.06361134350299835,0.09233728051185608,0.06792443245649338,0.06948594748973846,0.06844780594110489,0.06979767978191376,0.06723801791667938,0.06544220447540283,0.061432190239429474,0.06656010448932648,351,,,,,0.5100956559181213,4.592697620391846,98.76048278808594
10.0,70,,,0.008885622024536133,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,359,0.08319950103759766,1.5093536376953125,4.572994232177734,96.8336181640625,,,
,72,1.3392857313156128,4.56913948059082,,,,,0.9949743151664734,0.06390587985515594,0.09471812099218369,0.06950884312391281,0.06958786398172379,0.06988418102264404,0.06984936445951462,0.06881193816661835,0.0655178353190422,0.06201479583978653,0.06680221855640411,361,,,,,0.6801275014877319,4.596078872680664,99.09498596191406
10.0,72,,,0.009224176406860352,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,369,0.08407187461853027,1.1479592323303223,4.571883201599121,96.72608947753906,,,
,74,1.3392857313156128,4.568357944488525,,,,,0.9949743151664734,0.06426813453435898,0.09711605310440063,0.07060001790523529,0.06947100907564163,0.07079972326755524,0.06981825828552246,0.07016404718160629,0.06555526703596115,0.06258195638656616,0.06700507551431656,371,,,,,0.8289054036140442,4.596650123596191,99.151611328125
10.0,74,,,0.009013175964355469,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,379,0.08271646499633789,1.3392857313156128,4.571070671081543,96.64752960205078,,,
,76,1.2967686653137207,4.568129062652588,,,,,0.9949743151664734,0.06467309594154358,0.09964235872030258,0.07181727141141891,0.06935975700616837,0.07183797657489777,0.06980133056640625,0.07154476642608643,0.06560132652521133,0.06316342949867249,0.06721371412277222,381,,,,,0.7651434540748596,4.595951080322266,99.08232116699219
10.0,76,,,0.009060144424438477,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,389,0.08300280570983887,1.3180272579193115,4.571172714233398,96.65739440917969,,,
,78,1.4243197441101074,4.567334175109863,,,,,0.9949743151664734,0.06504984945058823,0.10227086395025253,0.07408308237791061,0.0695004016160965,0.073916956782341,0.06980025768280029,0.07354997098445892,0.06569980084896088,0.06380030512809753,0.06752179563045502,391,,,,,0.7438894510269165,4.598128318786621,99.29828643798828
10.0,78,,,0.00909113883972168,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,399,0.08309412002563477,1.4243197441101074,4.569925308227539,96.53689575195312,,,
,80,1.2967686653137207,4.566375732421875,,,,,0.9949743151664734,0.06539874523878098,0.10478579998016357,0.07622046023607254,0.06961952149868011,0.07580087333917618,0.06983063369989395,0.07550106942653656,0.06579729169607162,0.06445465981960297,0.06784002482891083,401,,,,,0.7651434540748596,4.600712299346924,99.5551986694336
10.0,80,,,0.009126901626586914,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,409,0.08261513710021973,1.3180272579193115,4.568819046020508,96.43016052246094,,,
,82,1.5518707036972046,4.565720558166504,,,,,0.9949743151664734,0.06578227132558823,0.1073022335767746,0.07771936804056168,0.06962428987026215,0.07714188098907471,0.06979180872440338,0.0770990327000618,0.06585574150085449,0.06509783864021301,0.06812089681625366,411,,,,,0.6376195549964905,4.600019931793213,99.48629760742188
10.0,82,,,0.00919342041015625,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,419,0.08249664306640625,1.2542517185211182,4.568036079406738,96.35469055175781,,,
,84,1.4880951642990112,4.5648980140686035,,,,,0.9949743151664734,0.06627429276704788,0.11022311449050903,0.07993157207965851,0.0697600319981575,0.0792379230260849,0.06985655426979065,0.07902146875858307,0.06596971303224564,0.0657552182674408,0.06846680492162704,421,,,,,0.6376195549964905,4.59969425201416,99.45390319824219
10.0,84,,,0.009254693984985352,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,429,0.08411145210266113,1.4455782175064087,4.5682525634765625,96.37554931640625,,,
,86,1.46683669090271,4.5641398429870605,,,,,0.9949743151664734,0.06689327955245972,0.1134185791015625,0.0830472856760025,0.07002126425504684,0.08218973875045776,0.07012088596820831,0.08151686936616898,0.0661751851439476,0.06646177917718887,0.06892774999141693,431,,,,,0.6588734984397888,4.601719379425049,99.65550994873047
10.0,86,,,0.00916147232055664,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,439,0.08207321166992188,1.360544204711914,4.566630840301514,96.2193832397461,,,
,88,1.4455782175064087,4.562923908233643,,,,,0.9949743151664734,0.0675165057182312,0.11661653965711594,0.08649847656488419,0.07024507224559784,0.08550059050321579,0.0704420953989029,0.08428078144788742,0.0664140060544014,0.06719997525215149,0.06945499032735825,441,,,,,0.6163655519485474,4.603344440460205,99.81758880615234
10.0,88,,,0.009353399276733398,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,449,0.08334136009216309,1.4880952835083008,4.565311431884766,96.09251403808594,,,
,90,1.5306122303009033,4.561858177185059,,,,,0.9949743151664734,0.06815539300441742,0.11967618018388748,0.089847132563591,0.07044681906700134,0.08869743347167969,0.07062842696905136,0.08707709610462189,0.06664910167455673,0.06795985251665115,0.0700012743473053,451,,,,,0.5738576054573059,4.605096817016602,99.99266052246094
10.0,90,,,0.009128093719482422,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,459,0.08333969116210938,1.360544204711914,4.564273357391357,95.99281311035156,,,
,92,1.1479591131210327,4.560571670532227,,,,,0.9949743151664734,0.06884654611349106,0.12289971113204956,0.09331001341342926,0.0707009807229042,0.09202705323696136,0.07086607068777084,0.08995097130537033,0.06692222505807877,0.0687376856803894,0.07058679312467575,461,,,,,0.8926673531532288,4.605690956115723,100.05208587646484
10.0,92,,,0.009030342102050781,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,469,0.08371233940124512,1.360544204711914,4.563213348388672,95.89112091064453,,,
,94,1.2967686653137207,4.55830717086792,,,,,0.9949743151664734,0.06955612450838089,0.12634752690792084,0.09764490276575089,0.0711633488535881,0.09625627845525742,0.07127971202135086,0.09334328025579453,0.06729666888713837,0.06956534832715988,0.07130655646324158,471,,,,,0.7651434540748596,4.608733177185059,100.35693359375
10.0,94,,,0.00911092758178711,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,479,0.08313465118408203,1.4243197441101074,4.560956954956055,95.67498779296875,,,
,96,1.8282312154769897,4.55621862411499,,,,,0.9949743151664734,0.07038979977369308,0.12978395819664001,0.10199541598558426,0.07157553732395172,0.10048509389162064,0.07165145874023438,0.0967220813035965,0.067662313580513,0.07041177898645401,0.07206355035305023,481,,,,,0.2763018012046814,4.610947132110596,100.57936096191406
10.0,96,,,0.009080648422241211,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,489,0.08237338066101074,1.615646243095398,4.5585150718688965,95.441650390625,,,
,98,1.892006754875183,4.553850173950195,,,,,0.9949743151664734,0.07133899629116058,0.13331212103366852,0.10668178647756577,0.071991465985775,0.10509632527828217,0.07202594727277756,0.10013359785079956,0.06804159283638,0.0712859258055687,0.07287748157978058,491,,,,,0.2975557744503021,4.613603591918945,100.8469009399414
10.0,98,,,0.0091400146484375,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,499,0.08159661293029785,1.764455795288086,4.556774139404297,95.275634765625,,,
,100,1.9132652282714844,4.551336765289307,,,,,0.9949743151664734,0.07234625518321991,0.1368134766817093,0.11144566535949707,0.07244350761175156,0.10976216197013855,0.07250867038965225,0.10352971404790878,0.06846734881401062,0.07216062396764755,0.07374153286218643,501,,,,,0.2975557744503021,4.616848945617676,101.17472076416016
10.0,100,,,0.009000301361083984,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,509,0.08321523666381836,1.9982993602752686,4.554208755493164,95.03153228759766,,,
,102,1.7006802558898926,4.548516273498535,,,,,0.9949743151664734,0.07341396808624268,0.1403871327638626,0.11644446104764938,0.07299069315195084,0.11471618711948395,0.07306656241416931,0.10707588493824005,0.06893901526927948,0.07305122166872025,0.07467176020145416,511,,,,,0.4675876498222351,4.620728492736816,101.5679931640625
10.0,102,,,0.009167671203613281,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,519,0.08387637138366699,1.5943877696990967,4.551377296447754,94.76283264160156,,,
,104,1.6794217824935913,4.544557571411133,,,,,0.9949743151664734,0.07463322579860687,0.14412833750247955,0.12216999381780624,0.07374033331871033,0.12042942643165588,0.0738067552447319,0.11102767288684845,0.06952602416276932,0.07398843765258789,0.07575942575931549,521,,,,,0.4463336765766144,4.627956867218018,102.3048324584961
10.0,104,,,0.009203910827636719,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,529,0.0832071304321289,1.5943877696990967,4.54736852645874,94.38371276855469,,,
,106,1.998299241065979,4.5400471687316895,,,,,0.9949743151664734,0.07572292536497116,0.1474631279706955,0.12756557762622833,0.07449209690093994,0.12574626505374908,0.0745600089430809,0.11478603631258011,0.07012050598859787,0.07493121176958084,0.0768631175160408,531,,,,,0.2763018012046814,4.632406711578369,102.7610855102539
10.0,106,,,0.009266376495361328,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,539,0.08424162864685059,1.9132652282714844,4.543323040008545,94.00265502929688,,,
,108,2.4022109508514404,4.536299228668213,,,,,0.9949743151664734,0.07691425085067749,0.15082603693008423,0.13253968954086304,0.07520158588886261,0.13062246143817902,0.07530033588409424,0.1182011216878891,0.07071287930011749,0.0758458748459816,0.07794195413589478,541,,,,,0.31880977749824524,4.6348676681518555,103.01428985595703
10.0,108,,,0.009129524230957031,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,549,0.08413219451904297,1.9557822942733765,4.5387187004089355,93.5708236694336,,,
,110,2.0195577144622803,4.530733585357666,,,,,0.9949743151664734,0.07834494113922119,0.1545107066631317,0.13851900398731232,0.07614388316869736,0.1366046816110611,0.07623456418514252,0.12226361036300659,0.07143300771713257,0.07682054489850998,0.07922038435935974,551,,,,,0.25504782795906067,4.6445746421813965,104.01911926269531
10.0,110,,,0.009072542190551758,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,,559,0.08193325996398926,2.0833332538604736,4.534107208251953,93.14031982421875,,,
