batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
11.0,0,,,0.05828523635864258,0.0,5175.0,4234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.3879666328430176,0.7922705411911011,5.136227607727051,170.07298278808594,,,
,2,1.024154543876648,4.772136688232422,,,,,0.05128009244799614,0.025928743183612823,0.005148935131728649,0.9983413219451904,0.05137879401445389,0.05163440853357315,0.05114011466503143,0.05081445351243019,0.051711443811655045,0.051654718816280365,0.051504846662282944,0.051163919270038605,0.05104958266019821,0.05115436017513275,0.051588024944067,0.05148381367325783,0.0509270504117012,0.0048043569549918175,0.9990429282188416,0.05128645524382591,0.02614928036928177,0.008671934716403484,1.0000946521759033,0.051146019250154495,0.05115341395139694,0.051554176956415176,0.05163305997848511,0.051730044186115265,0.051357295364141464,0.05129147320985794,0.05096437782049179,0.051377300173044205,0.05122576653957367,0.05137471482157707,0.05128120630979538,0.05175681412220001,0.006197703070938587,0.9986459612846375,1.007309913635254,0.05247535556554794,11,,,,,1.0392063856124878,4.806495189666748,122.3022232055664
11.0,2,,,0.03194093704223633,0.0010000000474974513,5175.0,4234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.38973093032836914,0.9468598365783691,4.71543025970459,111.65684509277344,,,
,4,1.1207729578018188,4.630293846130371,,,,,0.051329780369997025,0.026015067473053932,0.005344516597688198,0.9983412623405457,0.05142258480191231,0.05189871788024902,0.051385749131441116,0.050845641642808914,0.05206729471683502,0.05197575315833092,0.05159883573651314,0.05139325186610222,0.05130499601364136,0.05120974779129028,0.05179733783006668,0.051692552864551544,0.05103645101189613,0.004574109800159931,0.9990988969802856,0.0513530895113945,0.02640131302177906,0.011030376888811588,0.9987761378288269,0.05121709406375885,0.051286447793245316,0.0516812838613987,0.05168590322136879,0.05191008374094963,0.0515340194106102,0.05136276036500931,0.05113009735941887,0.051532916724681854,0.051278237253427505,0.05147089064121246,0.051377393305301666,0.051719389855861664,0.007098982576280832,0.9983063340187073,1.0073570013046265,0.053869858384132385,23,,,,,0.9211147427558899,4.669780731201172,106.67434692382812
11.0,4,,,0.033104896545410156,0.0010000000474974513,5175.0,4234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.39220523834228516,0.9468598961830139,4.654891014099121,105.09777069091797,,,
,6,1.1014492511749268,4.634583950042725,,,,,0.05137016624212265,0.02609672024846077,0.00529352854937315,0.9984762668609619,0.051491860300302505,0.05229637026786804,0.05178369581699371,0.05094056949019432,0.05253606289625168,0.05241033434867859,0.05167713761329651,0.051723212003707886,0.051661454141139984,0.05132204666733742,0.05214783176779747,0.052010614424943924,0.05117153748869896,0.004222163464874029,0.9992694854736328,0.05136452987790108,0.02649511583149433,0.01212242804467678,0.9981196522712708,0.05126429721713066,0.051484014838933945,0.051858942955732346,0.051732346415519714,0.05204819515347481,0.05168626829981804,0.05143139511346817,0.05133913829922676,0.05173758044838905,0.05128931999206543,0.051616277545690536,0.05154119431972504,0.05179984122514725,0.00739724887534976,0.9982130527496338,1.0074206590652466,0.05463847145438194,33,,,,,0.7794048190116882,4.679807186126709,107.74929809570312
11.0,6,,,0.05603909492492676,0.0010000000474974513,5175.0,4234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0.36126136779785156,1.1980676651000977,4.625374794006348,102.04100799560547,,,
,8,1.2560386657714844,4.578469276428223,,,,,0.051504604518413544,0.026315687224268913,0.004749055486172438,0.9990978837013245,0.05171121284365654,0.05308745056390762,0.0525173619389534,0.05116232484579086,0.053398147225379944,0.053244560956954956,0.051998212933540344,0.05251295492053032,0.05247113108634949,0.051582444459199905,0.05279326066374779,0.052637867629528046,0.05146825686097145,0.003569255815818906,0.999697208404541,0.05144154280424118,0.026615368202328682,0.012463011778891087,0.9972800016403198,0.051369596272706985,0.05204996466636658,0.05240093916654587,0.05191180855035782,0.05270254984498024,0.05233627185225487,0.05153496190905571,0.051922351121902466,0.05232477933168411,0.05138952285051346,0.0522938147187233,0.05218303203582764,0.051934923976659775,0.007389503065496683,0.9984843730926514,1.007563829421997,0.05538707226514816,45,,,,,0.7085497975349426,4.6746439933776855,107.19439697265625
11.0,8,,,0.030165910720825195,0.0010000000474974513,5175.0,4234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0.376051664352417,1.04347825050354,4.609984397888184,100.48257446289062,,,
,10,1.56521737575531,4.578555107116699,,,,,0.05175572633743286,0.026695316657423973,0.004741088021546602,0.9996410012245178,0.05210055410861969,0.05401061475276947,0.053413961082696915,0.05147526040673256,0.054471392184495926,0.05430113524198532,0.05254311114549637,0.05360184982419014,0.053636133670806885,0.052167002111673355,0.053940754383802414,0.05376126244664192,0.0520121231675148,0.0036888238973915577,0.9999613165855408,0.051580075174570084,0.026773596182465553,0.01326976902782917,0.9971811175346375,0.05160141736268997,0.052810877561569214,0.053092606365680695,0.052252743393182755,0.0539255365729332,0.05361459031701088,0.051809102296829224,0.05319766327738762,0.05359118804335594,0.05171828344464302,0.05319247022271156,0.05303817614912987,0.052164532244205475,0.007663947995752096,0.9986015558242798,1.0076806545257568,0.056005530059337616,55,,,,,0.6849315166473389,4.728714466094971,113.15000915527344
