batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_linear.weight,paramnorm_lstm.bias_hh_l0,paramnorm_lstm.bias_hh_l1,paramnorm_lstm.bias_ih_l0,paramnorm_lstm.bias_ih_l1,paramnorm_lstm.weight_hh_l0,paramnorm_lstm.weight_hh_l1,paramnorm_lstm.weight_ih_l0,paramnorm_lstm.weight_ih_l1,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
,76784,100.0,1.3608712379209464e-08,,,,,1.0673527717590332,3.7721266746520996,0.15807321667671204,0.5115727782249451,0.16205516457557678,0.5094324350357056,0.2639228105545044,0.36694371700286865,0.21694928407669067,0.2754514217376709,383931,,,,,3.549415349960327,6.947950839996338,1041.0142822265625
10.0,76846,,,0.008615970611572266,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,384249,0.06258058547973633,100.0,1.7853515998922376e-08,1.0,,,
10.0,77614,,,0.009040117263793945,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,388089,0.06622576713562012,100.0,1.142929040298668e-08,1.0,,,
,78320,100.0,2.6330450708655917e-08,,,,,1.0675418376922607,3.8388710021972656,0.15938803553581238,0.5237321853637695,0.16335618495941162,0.5217961072921753,0.2653716504573822,0.3723461627960205,0.2177983820438385,0.2768959403038025,391611,,,,,3.6344313621520996,6.817057132720947,913.2933349609375
10.0,78390,,,0.008551836013793945,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,391969,0.05318474769592285,100.0,1.9944238260904967e-08,1.0,,,
10.0,79174,,,0.008763790130615234,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,395889,0.06302475929260254,100.0,1.1175870007207322e-08,1.0,,,
,79886,100.0,8.005551421774726e-08,,,,,1.0683361291885376,3.9193544387817383,0.16033072769641876,0.5183390378952026,0.16417889297008514,0.5163964033126831,0.26704105734825134,0.3804418742656708,0.21914908289909363,0.27888280153274536,399441,,,,,4.293304920196533,8.753045082092285,6329.93408203125
10.0,79966,,,0.00859379768371582,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,399849,0.05360579490661621,100.0,1.0314237464115195e-08,1.0,,,
10.0,80766,,,0.00876927375793457,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,403849,0.06407809257507324,100.0,7.442382639055722e-07,1.0000008344650269,,,
,81484,100.0,1.511656755326385e-08,,,,,1.0685235261917114,3.9734437465667725,0.16152121126651764,0.5369360446929932,0.16530269384384155,0.5351808667182922,0.2686203420162201,0.3875564932823181,0.22023670375347137,0.28041017055511475,407431,,,,,3.9319870471954346,6.874353408813477,967.1497802734375
10.0,81574,,,0.009168863296508789,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,407889,0.06478381156921387,100.0,1.836035679048109e-08,1.0,,,
10.0,82390,,,0.008734703063964844,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,411969,0.05264616012573242,100.0,8.236185067289625e-09,1.0,,,
,83114,100.0,1.0263554450773427e-08,,,,,1.0685826539993286,4.051222324371338,0.1623975932598114,0.5431132912635803,0.16653449833393097,0.5414604544639587,0.2702021300792694,0.3949604630470276,0.2211836874485016,0.28205880522727966,415581,,,,,3.8044631481170654,7.2419209480285645,1396.7745361328125
10.0,83214,,,0.009090423583984375,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,416089,0.0639042854309082,100.0,1.599087084969142e-08,1.0,,,
10.0,84046,,,0.009658098220825195,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,420249,0.05830717086791992,100.0,1.9880882717870918e-08,1.0,,,
,84776,100.0,1.3367961848587129e-08,,,,,1.0687416791915894,4.134954929351807,0.16308483481407166,0.5544337630271912,0.16705681383609772,0.5528609752655029,0.27111369371414185,0.39911195635795593,0.22181759774684906,0.2831282615661621,423891,,,,,3.5069074630737305,6.903049945831299,995.3057250976562
10.0,84886,,,0.00885462760925293,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,424449,0.05602884292602539,100.0,1.9260001593579545e-08,1.0,,,
10.0,85734,,,0.00879979133605957,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,428689,0.053009986877441406,100.0,1.773947211347604e-08,1.0,,,
,86472,100.0,9.642672438303634e-09,,,,,1.0691161155700684,4.200338363647461,0.16362491250038147,0.5613958835601807,0.1677083820104599,0.5598415732383728,0.27333953976631165,0.4083886742591858,0.2235855758190155,0.28541669249534607,432371,,,,,3.9744951725006104,7.011106967926025,1108.88134765625
10.0,86592,,,0.008715391159057617,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,432979,0.061769962310791016,100.0,4.251669906807365e-06,1.0000042915344238,,,
10.0,87458,,,0.008641958236694336,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,437309,0.06277871131896973,100.0,1.4508357182307918e-08,1.0,,,
,88202,99.95748138427734,0.00037559145130217075,,,,,1.069530725479126,4.277108669281006,0.1646210253238678,0.5637646913528442,0.1682959347963333,0.562252938747406,0.2754894495010376,0.4179357588291168,0.22523251175880432,0.28774991631507874,441021,,,,,4.080765247344971,8.694552421569824,5970.30029296875
10.0,88332,,,0.009592294692993164,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,441679,0.06682395935058594,100.0,7.702723792135657e-08,1.0,,,
10.0,89216,,,0.008647918701171875,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,446099,0.06269121170043945,100.0,2.1516640913432639e-07,1.000000238418579,,,
,89966,100.0,1.4305619799870328e-08,,,,,1.070195198059082,4.317562103271484,0.166505828499794,0.5814059376716614,0.17042620480060577,0.5798568725585938,0.2773161232471466,0.4258441627025604,0.22667832672595978,0.2896699607372284,449841,,,,,3.9744951725006104,6.943868160247803,1036.7728271484375
10.0,90108,,,0.008751392364501953,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,450559,0.06302261352539062,100.0,1.8398370826844257e-08,1.0,,,
10.0,91010,,,0.009057044982910156,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,455069,0.06393027305603027,100.0,8.489605463068983e-09,1.0,,,
,91766,100.0,7.209829622212283e-09,,,,,1.0706231594085693,4.385568141937256,0.16757936775684357,0.5869283676147461,0.17115212976932526,0.5854278206825256,0.27939704060554504,0.43656182289123535,0.22817683219909668,0.2919362783432007,458841,,,,,4.017003059387207,7.543626308441162,1888.66650390625
10.0,91920,,,0.008567094802856445,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,459619,0.06277012825012207,100.0,1.5091226046592965e-08,1.0,,,
10.0,92840,,,0.009033918380737305,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,464219,0.06424069404602051,100.0,8.907053370421636e-07,1.0000008344650269,,,
,93602,100.0,9.325895611311807e-09,,,,,1.0710623264312744,4.451369285583496,0.16805915534496307,0.5956491827964783,0.1718861609697342,0.5941623449325562,0.2813698947429657,0.44233664870262146,0.22960248589515686,0.29400449991226196,468021,,,,,4.782146453857422,7.681647777557373,2168.189697265625
10.0,93768,,,0.008589744567871094,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,468859,0.06219768524169922,100.0,1.431829055320577e-08,1.0,,,
10.0,94706,,,0.0085906982421875,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,473549,0.0523529052734375,100.0,7.602632301484391e-09,1.0,,,
,95474,100.0,4.991126445474947e-08,,,,,1.0713554620742798,4.527385234832764,0.16948606073856354,0.6046156883239746,0.1733061820268631,0.6031658053398132,0.2834516167640686,0.45166781544685364,0.2309407889842987,0.29575014114379883,477381,,,,,4.612114429473877,8.330081939697266,4146.7568359375
10.0,95654,,,0.00883340835571289,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,478289,0.05737161636352539,100.0,1.2987831254918092e-08,1.0,,,
10.0,96610,,,0.008588075637817383,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,483069,0.051996707916259766,100.0,4.5489059630199336e-08,1.0,,,
,97384,100.0,1.4888488664155375e-08,,,,,1.0719581842422485,4.588822364807129,0.17149639129638672,0.6239557862281799,0.17538310587406158,0.6226567029953003,0.28534674644470215,0.4590829908847809,0.2324724793434143,0.29759088158607483,486931,,,,,3.740701198577881,6.880488872528076,973.1019287109375
10.0,97576,,,0.008696794509887695,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,487899,0.06296801567077637,100.0,2.392285480823375e-08,1.0,,,
10.0,98552,,,0.008761405944824219,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,492779,0.06329798698425293,100.0,6.728329893235241e-09,1.0,,,
,99332,100.0,2.1490109247679356e-08,,,,,1.0725479125976562,4.662697792053223,0.17296309769153595,0.6368625164031982,0.17679160833358765,0.6356565356254578,0.28708046674728394,0.4694346487522125,0.23381179571151733,0.2994956076145172,496671,,,,,3.846971273422241,6.769558429718018,870.92724609375
10.0,99538,,,0.008521556854248047,0.0010000000474974513,4704.0,4705.0,,,,,,,,,,,497709,0.0518190860748291,100.0,1.9576777532392953e-08,1.0,,,
