batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
15.0,0,,,0.05495905876159668,0.0,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.2763044834136963,0.7439882755279541,5.280275344848633,196.42396545410156,,,
,2,1.076125979423523,4.780843734741211,,,,,0.051288627088069916,0.025983620434999466,0.0058629754930734634,0.9986512660980225,0.05098170414566994,0.050845853984355927,0.050370171666145325,0.05114268884062767,0.051311396062374115,0.050836801528930664,0.05139164999127388,0.05106888338923454,0.050871897488832474,0.051698509603738785,0.0507035069167614,0.05109652504324913,0.050372201949357986,0.005908839404582977,0.9989182353019714,0.051266856491565704,0.026070883497595787,0.006243869196623564,0.9976298213005066,0.05097826197743416,0.05102001130580902,0.051223937422037125,0.052104610949754715,0.05107983574271202,0.051321715116500854,0.051258575171232224,0.05127337574958801,0.050966765731573105,0.05139607936143875,0.05105559900403023,0.05122530832886696,0.05090175196528435,0.0058005391620099545,0.9984903931617737,0.9986153244972229,0.05153872072696686,15,,,,,0.5844845771789551,4.808541297912598,122.55272674560547
15.0,2,,,0.04866170883178711,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.5062241554260254,0.8901288509368896,4.700016021728516,109.94894409179688,,,
,4,1.0894114971160889,4.607913970947266,,,,,0.05148422345519066,0.0266013965010643,0.009243272244930267,0.9966318607330322,0.05119965597987175,0.050953324884176254,0.050489719957113266,0.05136140435934067,0.05141986906528473,0.05095389112830162,0.051541805267333984,0.05108429118990898,0.05088834464550018,0.05196043848991394,0.0507861003279686,0.05115719884634018,0.050540316849946976,0.009303797967731953,0.9971221089363098,0.051379088312387466,0.026558559387922287,0.014177270233631134,1.0012589693069458,0.0511147603392601,0.051042769104242325,0.05124351382255554,0.05211532860994339,0.05110945925116539,0.05134718865156174,0.05151060223579407,0.05127561464905739,0.050976190716028214,0.05151120573282242,0.05103736370801926,0.051215969026088715,0.05104391649365425,0.009157641790807247,0.9963943958282471,0.9969246983528137,0.05342211201786995,31,,,,,0.7970244288444519,4.632694721221924,102.79067993164062
15.0,4,,,0.04673004150390625,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.5152485370635986,0.9034143686294556,4.614559650421143,100.94336700439453,,,
,6,1.1159825325012207,4.589128017425537,,,,,0.051486026495695114,0.026753246784210205,0.010019159875810146,0.995124876499176,0.051215846091508865,0.05097973346710205,0.0505167581140995,0.05137747526168823,0.051453862339258194,0.05098898336291313,0.051544446498155594,0.05109120532870293,0.05089346319437027,0.05198265612125397,0.05081716179847717,0.05117921531200409,0.050546374171972275,0.010041345842182636,0.9956837296485901,0.051333192735910416,0.0266707893460989,0.018501613289117813,1.0031521320343018,0.051112689077854156,0.051011890172958374,0.051210153847932816,0.05207888036966324,0.05108409747481346,0.05132141709327698,0.05149580538272858,0.05123869702219963,0.050941452383995056,0.05151984840631485,0.05099692568182945,0.05117534473538399,0.05101960152387619,0.010026440024375916,0.9948631525039673,0.9955150485038757,0.05460067093372345,45,,,,,1.0626991987228394,4.607065200805664,100.18968200683594
15.0,6,,,0.038901567459106445,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0.24486565589904785,0.8635578155517578,4.604288578033447,99.91187286376953,,,
,8,1.0362694263458252,4.584510803222656,,,,,0.051418401300907135,0.026766011491417885,0.010203992016613483,0.993539571762085,0.05115992948412895,0.05098481848835945,0.050520312041044235,0.05132601410150528,0.05147148668766022,0.05100531503558159,0.0514959990978241,0.051094137132167816,0.05089159309864044,0.05192432180047035,0.05083589255809784,0.05118963494896889,0.05048343166708946,0.010157381184399128,0.9941055178642273,0.05123657360672951,0.026674652472138405,0.021105637773871422,1.0032907724380493,0.05105990916490555,0.050954852253198624,0.051152464002370834,0.05200382322072983,0.05103147402405739,0.05126858130097389,0.05146551877260208,0.05118013545870781,0.05088455602526665,0.051443107426166534,0.05093682184815407,0.05111490190029144,0.050918664783239365,0.010353578254580498,0.9932518601417542,0.9939298033714294,0.05535944551229477,61,,,,,0.9032943844795227,4.609439849853516,100.4278793334961
15.0,8,,,0.04309868812561035,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0.4939234256744385,0.8635578751564026,4.598989486694336,99.38384246826172,,,
,10,1.129267930984497,4.582068920135498,,,,,0.05134383216500282,0.02673938497900963,0.010189125314354897,0.9921877980232239,0.051091570407152176,0.051005031913518906,0.05053551122546196,0.051263876259326935,0.05149806663393974,0.05102912709116936,0.051440928131341934,0.05112101882696152,0.05091271549463272,0.051849544048309326,0.05086708441376686,0.05121605843305588,0.05041595175862312,0.010063362307846546,0.9927551746368408,0.05114784464240074,0.026648586615920067,0.022408733144402504,1.0025273561477661,0.050999682396650314,0.05090024694800377,0.05109836161136627,0.05194104462862015,0.05098572373390198,0.05122299864888191,0.0513586550951004,0.05113266780972481,0.05083857476711273,0.051369696855545044,0.050882916897535324,0.05105850473046303,0.05085073038935661,0.010498644784092903,0.9918415546417236,0.9925550818443298,0.055801574140787125,75,,,,,0.7438894510269165,4.601154804229736,99.59927368164062
15.0,10,,,0.039096832275390625,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0.24549341201782227,0.9166998863220215,4.597818851470947,99.2675552368164,,,
,12,1.2222665548324585,4.582728862762451,,,,,0.05125345289707184,0.02669868804514408,0.010079117491841316,0.990669846534729,0.051013682037591934,0.051060888916254044,0.05058373510837555,0.05119740962982178,0.05158587917685509,0.05111140385270119,0.0513836145401001,0.05120047926902771,0.050981808453798294,0.05176125094294548,0.05094850808382034,0.051289916038513184,0.0503338985145092,0.009822560474276543,0.9912517070770264,0.05105391889810562,0.026618923991918564,0.02344946376979351,1.0012019872665405,0.050930049270391464,0.05084310099482536,0.05104469507932663,0.05186551436781883,0.050930656492710114,0.051167815923690796,0.05128531530499458,0.05107835680246353,0.05078688636422157,0.051289595663547516,0.05082974210381508,0.05100633203983307,0.050711628049612045,0.010656658560037613,0.9902405142784119,0.9909956455230713,0.056226301938295364,91,,,,,0.37194472551345825,4.6119256019592285,100.67782592773438
15.0,12,,,0.03905034065246582,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0.24750518798828125,0.9565564393997192,4.59706974029541,99.19322204589844,,,
,14,1.129267930984497,4.581861972808838,,,,,0.051171910017728806,0.02666247822344303,0.010021891444921494,0.9893583059310913,0.05095212906599045,0.05118756741285324,0.05069947987794876,0.05114695429801941,0.05174461379647255,0.05126577988266945,0.05135423690080643,0.05134427547454834,0.051113806664943695,0.0516875796020031,0.05108526721596718,0.05142052844166756,0.05026545375585556,0.009539048187434673,0.989948570728302,0.050979986786842346,0.026598157361149788,0.024063631892204285,0.9997168183326721,0.05086875334382057,0.05081544071435928,0.051018644124269485,0.05180037021636963,0.05091822147369385,0.051157284528017044,0.051216620951890945,0.05105636268854141,0.050766926258802414,0.051221057772636414,0.05080072954297066,0.05097480118274689,0.05061253905296326,0.010875839740037918,0.9888185262680054,0.9896454811096191,0.056583259254693985,105,,,,,0.7438894510269165,4.609429836273193,100.42687225341797
15.0,14,,,0.038893699645996094,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.24600815773010254,0.9034143686294556,4.596807479858398,99.16722106933594,,,
,16,1.1691244840621948,4.578303337097168,,,,,0.05109274759888649,0.026631029322743416,0.009780487976968288,0.9879074692726135,0.050916220992803574,0.051476091146469116,0.0509771928191185,0.051125239580869675,0.052078455686569214,0.05158773437142372,0.051366209983825684,0.05165356397628784,0.051405273377895355,0.051624786108732224,0.05139651894569397,0.051722921431064606,0.05021965131163597,0.009103087708353996,0.9885330200195312,0.05089060962200165,0.02656305953860283,0.024512864649295807,0.9977436065673828,0.05080661177635193,0.05082837492227554,0.05103492736816406,0.051726244390010834,0.05095473676919937,0.051202572882175446,0.051116038113832474,0.0510694682598114,0.05078579857945442,0.05114284157752991,0.050788380205631256,0.050952617079019547,0.050541944801807404,0.010975168086588383,0.9872130751609802,0.9881234765052795,0.056992411613464355,121,,,,,0.5313495993614197,4.617430686950684,101.23359680175781
15.0,16,,,0.04291343688964844,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0.49559736251831055,0.9964129328727722,4.59221887588501,98.71321868896484,,,
,18,1.1691244840621948,4.5734663009643555,,,,,0.05104290321469307,0.026624690741300583,0.009464500471949577,0.9867481589317322,0.05091961845755577,0.05196889862418175,0.051467422395944595,0.051149893552064896,0.052610863000154495,0.05213756859302521,0.05143960565328598,0.052163396030664444,0.05190594494342804,0.05157184600830078,0.05188366770744324,0.05221808701753616,0.0502186119556427,0.008614336140453815,0.9873709082603455,0.05082480609416962,0.02653210423886776,0.024828840047121048,0.9959507584571838,0.050755444914102554,0.05089375004172325,0.051105476915836334,0.05170789733529091,0.051138561218976974,0.05140313133597374,0.05103474482893944,0.05115382373332977,0.050876185297966,0.05111917853355408,0.05083784833550453,0.050993628799915314,0.050419606268405914,0.011103572323918343,0.9858347773551941,0.9868184328079224,0.05736597254872322,135,,,,,0.31880977749824524,4.633837699890137,102.90824127197266
15.0,18,,,0.03896188735961914,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0.2471153736114502,1.0229840278625488,4.586184501647949,98.11933898925781,,,
,20,1.2886940240859985,4.567997455596924,,,,,0.0510379932820797,0.026676587760448456,0.009134558960795403,0.9856776595115662,0.05106749385595322,0.05285340175032616,0.05241222679615021,0.051337357610464096,0.053580593317747116,0.05323195457458496,0.05169125273823738,0.05315093323588371,0.05293956771492958,0.05170389637351036,0.0527251698076725,0.05314409360289574,0.05039112642407417,0.00814305804669857,0.9861628413200378,0.05077146738767624,0.026502789929509163,0.025120580568909645,0.9941856861114502,0.05075269564986229,0.05120503529906273,0.05146569758653641,0.05176609009504318,0.05167636647820473,0.052046142518520355,0.051037609577178955,0.05150948464870453,0.05130786448717117,0.05113254114985466,0.051132556051015854,0.05130225047469139,0.05039189010858536,0.01118086650967598,0.9844218492507935,0.9853500723838806,0.05783311277627945,151,,,,,0.37194472551345825,4.665207386016846,106.18761444091797
15.0,20,,,0.039078474044799805,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0.24492669105529785,0.9565564393997192,4.5839409828186035,97.89945983886719,,,
,22,1.5411186218261719,4.561150074005127,,,,,0.051082298159599304,0.02679065614938736,0.008803904987871647,0.9848245978355408,0.051322080194950104,0.053949762135744095,0.053738828748464584,0.05161313712596893,0.05472765862941742,0.0546797551214695,0.05209322273731232,0.05432838201522827,0.05425552278757095,0.051925987005233765,0.05377649888396263,0.0544007234275341,0.05067938566207886,0.007874819450080395,0.9850519895553589,0.050746772438287735,0.026486283168196678,0.025320174172520638,0.9925537109375,0.05078616738319397,0.05190947279334068,0.052356477826833725,0.05186082050204277,0.05252230167388916,0.053225573152303696,0.051080361008644104,0.052135854959487915,0.05216491222381592,0.05123484134674072,0.05172347277402878,0.052028074860572815,0.050389617681503296,0.011280440725386143,0.9831206798553467,0.9840801358222961,0.0582880973815918,165,,,,,0.10626992583274841,4.708235740661621,110.85640716552734
15.0,22,,,0.03883671760559082,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0.24588441848754883,1.2222665548324585,4.574835777282715,97.0121078491211,,,
,24,1.7935432195663452,4.543954372406006,,,,,0.051191847771406174,0.027007900178432465,0.008326268754899502,0.9840867519378662,0.05175240337848663,0.055423956364393234,0.05572786554694176,0.052184611558914185,0.05604252591729164,0.056474730372428894,0.05263514444231987,0.0558711402118206,0.056167419999837875,0.052402377128601074,0.05514310300350189,0.056162890046834946,0.05115039274096489,0.007492055185139179,0.9837520122528076,0.05075962468981743,0.026514586061239243,0.02561507374048233,0.9910009503364563,0.050886254757642746,0.05295880138874054,0.05378233641386032,0.052075959742069244,0.05356715992093086,0.054966192692518234,0.05120490863919258,0.053103599697351456,0.053664546459913254,0.05134007707238197,0.05275392532348633,0.05347597971558571,0.050459858030080795,0.011398405767977238,0.981876015663147,0.9826356172561646,0.0589134506881237,181,,,,,0.0,4.783109188079834,119.4752426147461
15.0,24,,,0.03916215896606445,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0.25098395347595215,1.1956956386566162,4.564164161682129,95.98233032226562,,,
,26,2.192108392715454,4.5249152183532715,,,,,0.051341716200113297,0.027282865718007088,0.008040804415941238,0.9835681915283203,0.052182357758283615,0.056789252907037735,0.05768706649541855,0.05271735042333603,0.05721014365553856,0.05820080265402794,0.05316869542002678,0.05725053697824478,0.05796895548701286,0.05288530886173248,0.0564882829785347,0.05798701196908951,0.05164628475904465,0.0074117775075137615,0.9825659394264221,0.05080084875226021,0.026562368497252464,0.025986604392528534,0.9900003671646118,0.05106161907315254,0.0540691576898098,0.055455729365348816,0.05229562893509865,0.05457715690135956,0.056846894323825836,0.0514531172811985,0.054124973714351654,0.05547351762652397,0.051542144268751144,0.05383673682808876,0.055134501308202744,0.050584498792886734,0.011425264179706573,0.9808237552642822,0.9813668727874756,0.05961902439594269,195,,,,,0.05313496291637421,4.8340678215026855,125.7213363647461
15.0,26,,,0.03949427604675293,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,0.24925732612609863,1.8732563257217407,4.548504829406738,94.49102020263672,,,
,28,2.311677932739258,4.505256175994873,,,,,0.051526714116334915,0.027636729180812836,0.007699471898376942,0.9830074906349182,0.052813250571489334,0.05836186558008194,0.06010942533612251,0.053456079214811325,0.058483004570007324,0.06021164357662201,0.05393131449818611,0.05890953540802002,0.06016756221652031,0.0535530224442482,0.05802023783326149,0.06014374643564224,0.052307672798633575,0.00766346650198102,0.9810847043991089,0.05088792368769646,0.02667422778904438,0.026471056044101715,0.9891340136528015,0.05129944905638695,0.055368099361658096,0.05742882192134857,0.052557360380887985,0.05579474940896034,0.05923548340797424,0.05177994817495346,0.05548793822526932,0.057962898164987564,0.05179859697818756,0.05511815845966339,0.05720072612166405,0.05081075429916382,0.011409773491322994,0.9795860648155212,0.9799145460128784,0.060638830065727234,211,,,,,0.05313496291637421,4.919231414794922,136.89735412597656
15.0,28,,,0.03960108757019043,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,0.2516505718231201,1.8068286180496216,4.525816917419434,92.37135314941406,,,
,30,2.6305301189422607,4.478602409362793,,,,,0.05175699293613434,0.02803395502269268,0.007277864031493664,0.9826176166534424,0.05336369574069977,0.05966027453541756,0.062261465936899185,0.0541045255959034,0.05959909036755562,0.06195648014545441,0.054490890353918076,0.06025473028421402,0.06207946687936783,0.05409073457121849,0.059281885623931885,0.06201356276869774,0.05291003733873367,0.007646159268915653,0.9798476099967957,0.050993796437978745,0.026857879012823105,0.027239281684160233,0.9891669154167175,0.05158083513379097,0.056554656475782394,0.05936954915523529,0.052844565361738205,0.05688435956835747,0.0614851713180542,0.05206267908215523,0.056584399193525314,0.060129959136247635,0.05212961509823799,0.05641269311308861,0.05942602828145027,0.05106629431247711,0.011262751184403896,0.9784797430038452,0.9786497950553894,0.0618164949119091,225,,,,,0.0,5.0081939697265625,149.6342315673828
15.0,30,,,0.03931474685668945,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0.25690245628356934,2.1389663219451904,4.506043434143066,90.56278991699219,,,
,32,3.148664951324463,4.4498820304870605,,,,,0.05202460661530495,0.02849402464926243,0.00709319394081831,0.9821729063987732,0.054055407643318176,0.06108083203434944,0.0645853579044342,0.05488652363419533,0.06080745533108711,0.06395649909973145,0.05519814044237137,0.06184569001197815,0.06426577270030975,0.0547897145152092,0.060736529529094696,0.0641687735915184,0.053607795387506485,0.007720343768596649,0.9783746004104614,0.05115191638469696,0.027136506512761116,0.02838531695306301,0.9901810884475708,0.05196800455451012,0.058027997612953186,0.06182269752025604,0.05323881283402443,0.05810421705245972,0.06415437906980515,0.052479203790426254,0.05792941525578499,0.06270705163478851,0.0525217168033123,0.05783835053443909,0.06197885051369667,0.05142206698656082,0.011167232878506184,0.977105975151062,0.9771952629089355,0.06360597908496857,241,,,,,0.0,5.054351806640625,156.7029266357422
15.0,32,,,0.050560951232910156,0.0010000000474974513,7527.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,0.5144922733306885,2.936096668243408,4.478690147399902,88.11917877197266,,,
