batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_embedding.weight,paramnorm_mlp.0.bias,paramnorm_mlp.0.weight,paramnorm_mlp.3.bias,paramnorm_mlp.3.weight,paramnorm_mlp.6.bias,paramnorm_mlp.6.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
47.0,0,,,0.040274858474731445,0.0,23761.0,15840.0,,,,,,,,46,0.3134477138519287,0.5302807092666626,5.833392143249512,341.51519775390625,,,
,2,0.5134464502334595,5.831393241882324,,,,,1.0026533603668213,0.02147301658987999,0.022112790495157242,0.034324098378419876,0.036176759749650955,0.03486695513129234,0.036040712147951126,47,,,,,0.4861111342906952,5.83147668838501,340.86163330078125
47.0,2,,,0.045809030532836914,0.0010000000474974513,23761.0,15840.0,,,,,,,,93,0.832984209060669,0.5176550149917603,5.828603744506836,339.8837585449219,,,
,4,0.5134464502334595,5.824474811553955,,,,,1.0026533603668213,0.021465424448251724,0.022112663835287094,0.03438620641827583,0.036176521331071854,0.03545241430401802,0.03604068234562874,95,,,,,0.4861111342906952,5.824731349945068,338.5701599121094
47.0,4,,,0.028417110443115234,0.0010000000474974513,23761.0,15840.0,,,,,,,,140,0.5854206085205078,0.5429064631462097,5.820682048797607,337.20196533203125,,,
,6,0.5134464502334595,5.815679550170898,,,,,1.0026533603668213,0.021531330421566963,0.022112511098384857,0.03493141010403633,0.036176398396492004,0.03770700842142105,0.03604206442832947,141,,,,,0.46085861325263977,5.81615686416626,335.67950439453125
47.0,6,,,0.02772212028503418,0.0010000000474974513,23761.0,15840.0,,,,,,,,187,0.22166848182678223,0.521863579750061,5.81108283996582,333.9805908203125,,,
,8,0.5260721445083618,5.805182933807373,,,,,1.0026533603668213,0.02173088677227497,0.02211236208677292,0.03629160299897194,0.036176569759845734,0.0422881655395031,0.03604605421423912,189,,,,,0.43560609221458435,5.805922985076904,332.26171875
47.0,8,,,0.02859663963317871,0.0010000000474974513,23761.0,15840.0,,,,,,,,234,0.5633487701416016,0.551323652267456,5.800382614135742,330.42596435546875,,,
,10,0.5513235926628113,5.794216156005859,,,,,1.0026533603668213,0.022078225389122963,0.022112250328063965,0.03844519704580307,0.036177150905132294,0.0485495924949646,0.03605303540825844,235,,,,,0.42297983169555664,5.79522180557251,328.7250671386719
47.0,10,,,0.02970123291015625,0.0010000000474974513,23761.0,15840.0,,,,,,,,281,0.23392558097839355,0.5555322170257568,5.788651943206787,326.572509765625,,,
,12,0.5344893336296082,5.781781196594238,,,,,1.0026533603668213,0.02264588512480259,0.02211221121251583,0.041629448533058167,0.03617839142680168,0.05650226026773453,0.03606449067592621,283,,,,,0.46717172861099243,5.783088684082031,324.7607421875
47.0,12,,,0.027621746063232422,0.0010000000474974513,23761.0,15840.0,,,,,,,,328,0.22069931030273438,0.4587348997592926,5.776103496551514,322.5001220703125,,,
,14,0.521863579750061,5.768735408782959,,,,,1.0026533603668213,0.023435818031430244,0.02211231179535389,0.04559178650379181,0.036180444061756134,0.06496252119541168,0.03608039394021034,329,,,,,0.4861111342906952,5.770362377166748,320.6539001464844
47.0,14,,,0.03933238983154297,0.0010000000474974513,23761.0,15840.0,,,,,,,,375,0.31746387481689453,0.47136062383651733,5.762205600738525,318.0490417480469,,,
,16,0.5176550149917603,5.75360631942749,,,,,1.0026533603668213,0.024614250287413597,0.022112565115094185,0.05071938410401344,0.03618381917476654,0.07431594282388687,0.036103520542383194,377,,,,,0.4861111342906952,5.755618095397949,315.9607849121094
47.0,16,,,0.0489201545715332,0.0010000000474974513,23761.0,15840.0,,,,,,,,422,0.9700305461883545,0.5386978983879089,5.746576309204102,313.1168212890625,,,
,18,0.5302807092666626,5.737207889556885,,,,,1.0026533603668213,0.026211299002170563,0.022112971171736717,0.056647513061761856,0.036188725382089615,0.0835401713848114,0.036133769899606705,423,,,,,0.4734848737716675,5.739646911621094,310.9546203613281
47.0,18,,,0.039998531341552734,0.0010000000474974513,23761.0,15840.0,,,,,,,,469,0.30474042892456055,0.5807836055755615,5.728540420532227,307.5201110839844,,,
,20,0.5302807092666626,5.717455863952637,,,,,1.0026533603668213,0.028529314324259758,0.02211357094347477,0.063999243080616,0.03619633987545967,0.0932321846485138,0.03617648035287857,471,,,,,0.47979798913002014,5.720427989959717,305.0354309082031
47.0,20,,,0.04167032241821289,0.0010000000474974513,23761.0,15840.0,,,,,,,,516,0.30167555809020996,0.5429064631462097,5.707942008972168,301.2504577636719,,,
,22,0.5134464502334595,5.695249080657959,,,,,1.0026533603668213,0.03156432881951332,0.022114351391792297,0.0722137987613678,0.03620709851384163,0.10246627777814865,0.0362311489880085,517,,,,,0.49242427945137024,5.6988396644592285,298.52081298828125
47.0,22,,,0.038641929626464844,0.0010000000474974513,23761.0,15840.0,,,,,,,,563,0.2955796718597412,0.48398637771606445,5.683487892150879,293.9729919433594,,,
